product_id,order_month,monthly_quantity_sold,monthly_revenue
397973,2023-12,4,2914.92
397973,2024-01,0,0.0
397973,2024-02,0,0.0
397973,2024-03,0,0.0
397973,2024-04,0,0.0
397973,2024-05,0,0.0
397973,2024-06,0,0.0
397973,2024-07,0,0.0
397973,2024-08,3,2186.19
397973,2024-09,1,728.73
397973,2024-10,0,0.0
397973,2024-11,0,0.0
555121,2023-03,2,709.82
555121,2023-04,0,0.0
555121,2023-05,4,1419.64
555121,2023-06,2,709.82
555121,2023-07,0,0.0
555121,2023-08,1,354.91
555121,2023-09,5,1774.5500000000002
555121,2023-10,4,1419.64
555121,2023-11,4,1419.64
555121,2023-12,6,2129.46
555121,2024-01,5,1774.5500000000002
555121,2024-02,1,354.91
555121,2024-03,1,354.91
555121,2024-04,3,1064.73
555121,2024-05,3,1064.73
555121,2024-06,0,0.0
555121,2024-07,0,0.0
555121,2024-08,2,709.82
555121,2024-09,0,0.0
555121,2024-10,2,709.82
555121,2024-11,0,0.0
818522,2023-03,1,96.09
818522,2023-04,2,192.18
818522,2023-05,0,0.0
818522,2023-06,3,288.27
818522,2023-07,7,672.63
818522,2023-08,6,576.54
818522,2023-09,0,0.0
818522,2023-10,0,0.0
818522,2023-11,0,0.0
818522,2023-12,2,192.18
818522,2024-01,4,384.36
818522,2024-02,0,0.0
818522,2024-03,0,0.0
818522,2024-04,0,0.0
818522,2024-05,0,0.0
818522,2024-06,0,0.0
818522,2024-07,0,0.0
818522,2024-08,3,288.27
818522,2024-09,11,1056.99
818522,2024-10,0,0.0
818522,2024-11,0,0.0
462526,2023-03,0,0.0
462526,2023-04,0,0.0
462526,2023-05,0,0.0
462526,2023-06,3,1349.91
462526,2023-07,2,899.94
462526,2023-08,0,0.0
462526,2023-09,0,0.0
462526,2023-10,4,1799.88
462526,2023-11,0,0.0
462526,2023-12,2,899.94
462526,2024-01,0,0.0
462526,2024-02,0,0.0
462526,2024-03,1,449.97
462526,2024-04,5,2249.8500000000004
462526,2024-05,0,0.0
462526,2024-06,1,449.97
462526,2024-07,0,0.0
462526,2024-08,2,899.94
462526,2024-09,5,2249.8500000000004
462526,2024-10,0,0.0
462526,2024-11,0,0.0
376447,2023-03,0,0.0
376447,2023-04,0,0.0
376447,2023-05,0,0.0
376447,2023-06,5,3624.2
376447,2023-07,1,724.84
376447,2023-08,0,0.0
376447,2023-09,2,1449.68
376447,2023-10,3,2174.52
376447,2023-11,0,0.0
376447,2023-12,0,0.0
376447,2024-01,4,2899.36
376447,2024-02,0,0.0
376447,2024-03,2,1449.68
376447,2024-04,1,724.84
376447,2024-05,0,0.0
376447,2024-06,0,0.0
376447,2024-07,0,0.0
376447,2024-08,3,2174.52
376447,2024-09,0,0.0
376447,2024-10,12,8698.08
376447,2024-11,0,0.0
217710,2023-03,0,0.0
217710,2023-04,4,234.36
217710,2023-05,0,0.0
217710,2023-06,3,175.77
217710,2023-07,3,175.77
217710,2023-08,1,58.59
217710,2023-09,0,0.0
217710,2023-10,4,234.36
217710,2023-11,0,0.0
217710,2023-12,0,0.0
217710,2024-01,3,175.77
217710,2024-02,2,117.18
217710,2024-03,5,292.95000000000005
217710,2024-04,1,58.59
217710,2024-05,0,0.0
217710,2024-06,1,58.59
217710,2024-07,0,0.0
217710,2024-08,2,117.18
217710,2024-09,2,117.18
217710,2024-10,0,0.0
217710,2024-11,0,0.0
146840,2023-03,4,3147.4
146840,2023-04,2,1573.7
146840,2023-05,0,0.0
146840,2023-06,1,786.85
146840,2023-07,0,0.0
146840,2023-08,0,0.0
146840,2023-09,0,0.0
146840,2023-10,2,1573.7
146840,2023-11,4,3147.4
146840,2023-12,0,0.0
146840,2024-01,3,2360.55
146840,2024-02,3,2360.55
146840,2024-03,4,3147.4
146840,2024-04,5,3934.25
146840,2024-05,2,1573.7
146840,2024-06,3,2360.55
146840,2024-07,8,6294.8
146840,2024-08,0,0.0
146840,2024-09,0,0.0
146840,2024-10,2,1573.7
146840,2024-11,0,0.0
89084,2023-03,2,1197.66
89084,2023-04,3,1796.4900000000002
89084,2023-05,8,4790.64
89084,2023-06,3,1796.4900000000002
89084,2023-07,5,2994.1500000000005
89084,2023-08,2,1197.66
89084,2023-09,2,1197.66
89084,2023-10,0,0.0
89084,2023-11,3,1796.4900000000002
89084,2023-12,3,1796.4900000000002
89084,2024-01,1,598.83
89084,2024-02,8,4790.64
89084,2024-03,1,598.83
89084,2024-04,2,1197.66
89084,2024-05,3,1796.4900000000002
89084,2024-06,0,0.0
89084,2024-07,0,0.0
89084,2024-08,3,1796.4900000000002
89084,2024-09,0,0.0
89084,2024-10,5,2994.1500000000005
89084,2024-11,2,1197.66
888807,2023-03,0,0.0
888807,2023-04,0,0.0
888807,2023-05,3,691.74
888807,2023-06,0,0.0
888807,2023-07,2,461.16
888807,2023-08,0,0.0
888807,2023-09,0,0.0
888807,2023-10,2,461.16
888807,2023-11,1,230.58
888807,2023-12,0,0.0
888807,2024-01,0,0.0
888807,2024-02,2,461.16
888807,2024-03,4,922.32
888807,2024-04,0,0.0
888807,2024-05,0,0.0
888807,2024-06,5,1152.9
888807,2024-07,4,922.32
888807,2024-08,2,461.16
888807,2024-09,6,1383.48
888807,2024-10,0,0.0
888807,2024-11,0,0.0
136533,2023-03,4,3304.84
136533,2023-04,5,4131.05
136533,2023-05,2,1652.42
136533,2023-06,1,826.21
136533,2023-07,2,1652.42
136533,2023-08,1,826.21
136533,2023-09,2,1652.42
136533,2023-10,1,826.21
136533,2023-11,0,0.0
136533,2023-12,0,0.0
136533,2024-01,2,1652.42
136533,2024-02,0,0.0
136533,2024-03,2,1652.42
136533,2024-04,2,1652.42
136533,2024-05,5,4131.05
136533,2024-06,6,4957.26
136533,2024-07,0,0.0
136533,2024-08,2,1652.42
136533,2024-09,0,0.0
136533,2024-10,1,826.21
136533,2024-11,0,0.0
714999,2023-03,3,2647.5299999999997
714999,2023-04,2,1765.02
714999,2023-05,1,882.51
714999,2023-06,0,0.0
714999,2023-07,0,0.0
714999,2023-08,0,0.0
714999,2023-09,2,1765.02
714999,2023-10,3,2647.5299999999997
714999,2023-11,0,0.0
714999,2023-12,0,0.0
714999,2024-01,0,0.0
714999,2024-02,2,1765.02
714999,2024-03,2,1765.02
714999,2024-04,4,3530.04
714999,2024-05,5,4412.549999999999
714999,2024-06,3,2647.5299999999997
714999,2024-07,0,0.0
714999,2024-08,0,0.0
714999,2024-09,0,0.0
714999,2024-10,0,0.0
714999,2024-11,0,0.0
382511,2023-03,1,702.54
382511,2023-04,0,0.0
382511,2023-05,2,1405.08
382511,2023-06,2,1405.08
382511,2023-07,1,702.54
382511,2023-08,4,2810.16
382511,2023-09,1,702.54
382511,2023-10,3,2107.62
382511,2023-11,7,4917.78
382511,2023-12,7,4917.78
382511,2024-01,4,2810.16
382511,2024-02,0,0.0
382511,2024-03,0,0.0
382511,2024-04,3,2107.62
382511,2024-05,2,1405.08
382511,2024-06,2,1405.08
382511,2024-07,2,1405.08
382511,2024-08,3,2107.62
382511,2024-09,2,1405.08
382511,2024-10,2,1405.08
382511,2024-11,0,0.0
15314,2023-03,1,578.85
15314,2023-04,3,1736.5500000000002
15314,2023-05,0,0.0
15314,2023-06,4,2315.4
15314,2023-07,1,578.85
15314,2023-08,2,1157.7
15314,2023-09,4,2315.4
15314,2023-10,2,1157.7
15314,2023-11,3,1736.5500000000002
15314,2023-12,2,1157.7
15314,2024-01,0,0.0
15314,2024-02,2,1157.7
15314,2024-03,1,578.85
15314,2024-04,3,1736.5500000000002
15314,2024-05,0,0.0
15314,2024-06,0,0.0
15314,2024-07,2,1157.7
15314,2024-08,0,0.0
15314,2024-09,2,1157.7
15314,2024-10,0,0.0
15314,2024-11,0,0.0
67197,2023-03,0,0.0
67197,2023-04,2,1104.4
67197,2023-05,2,1104.4
67197,2023-06,0,0.0
67197,2023-07,0,0.0
67197,2023-08,6,3313.2000000000003
67197,2023-09,0,0.0
67197,2023-10,6,3313.2000000000003
67197,2023-11,2,1104.4
67197,2023-12,0,0.0
67197,2024-01,1,552.2
67197,2024-02,1,552.2
67197,2024-03,0,0.0
67197,2024-04,0,0.0
67197,2024-05,0,0.0
67197,2024-06,4,2208.8
67197,2024-07,6,3313.2000000000003
67197,2024-08,3,1656.6000000000001
67197,2024-09,2,1104.4
67197,2024-10,2,1104.4
67197,2024-11,0,0.0
880510,2023-03,3,2854.29
880510,2023-04,3,2854.29
880510,2023-05,3,2854.29
880510,2023-06,3,2854.29
880510,2023-07,1,951.43
880510,2023-08,7,6660.01
880510,2023-09,2,1902.86
880510,2023-10,5,4757.15
880510,2023-11,1,951.43
880510,2023-12,5,4757.15
880510,2024-01,3,2854.29
880510,2024-02,3,2854.29
880510,2024-03,1,951.43
880510,2024-04,0,0.0
880510,2024-05,0,0.0
880510,2024-06,1,951.43
880510,2024-07,0,0.0
880510,2024-08,5,4757.15
880510,2024-09,0,0.0
880510,2024-10,12,11417.16
880510,2024-11,0,0.0
41853,2023-03,0,0.0
41853,2023-04,3,2731.32
41853,2023-05,1,910.44
41853,2023-06,0,0.0
41853,2023-07,0,0.0
41853,2023-08,3,2731.32
41853,2023-09,0,0.0
41853,2023-10,0,0.0
41853,2023-11,5,4552.200000000001
41853,2023-12,4,3641.76
41853,2024-01,4,3641.76
41853,2024-02,0,0.0
41853,2024-03,4,3641.76
41853,2024-04,0,0.0
41853,2024-05,4,3641.76
41853,2024-06,0,0.0
41853,2024-07,0,0.0
41853,2024-08,0,0.0
41853,2024-09,4,3641.76
41853,2024-10,0,0.0
41853,2024-11,0,0.0
257719,2023-03,1,281.73
257719,2023-04,0,0.0
257719,2023-05,0,0.0
257719,2023-06,1,281.73
257719,2023-07,0,0.0
257719,2023-08,5,1408.65
257719,2023-09,5,1408.65
257719,2023-10,7,1972.1100000000001
257719,2023-11,0,0.0
257719,2023-12,0,0.0
257719,2024-01,0,0.0
257719,2024-02,0,0.0
257719,2024-03,3,845.19
257719,2024-04,0,0.0
257719,2024-05,1,281.73
257719,2024-06,2,563.46
257719,2024-07,0,0.0
257719,2024-08,1,281.73
257719,2024-09,5,1408.65
257719,2024-10,3,845.19
257719,2024-11,0,0.0
891833,2023-03,0,0.0
891833,2023-04,0,0.0
891833,2023-05,0,0.0
891833,2023-06,1,493.19
891833,2023-07,2,986.38
891833,2023-08,1,493.19
891833,2023-09,1,493.19
891833,2023-10,2,986.38
891833,2023-11,2,986.38
891833,2023-12,0,0.0
891833,2024-01,4,1972.76
891833,2024-02,0,0.0
891833,2024-03,3,1479.57
891833,2024-04,2,986.38
891833,2024-05,3,1479.57
891833,2024-06,1,493.19
891833,2024-07,0,0.0
891833,2024-08,8,3945.52
891833,2024-09,2,986.38
891833,2024-10,6,2959.14
891833,2024-11,0,0.0
741341,2023-03,0,0.0
741341,2023-04,0,0.0
741341,2023-05,0,0.0
741341,2023-06,2,1847.68
741341,2023-07,2,1847.68
741341,2023-08,0,0.0
741341,2023-09,4,3695.36
741341,2023-10,2,1847.68
741341,2023-11,0,0.0
741341,2023-12,0,0.0
741341,2024-01,3,2771.52
741341,2024-02,0,0.0
741341,2024-03,0,0.0
741341,2024-04,0,0.0
741341,2024-05,0,0.0
741341,2024-06,0,0.0
741341,2024-07,3,2771.52
741341,2024-08,0,0.0
741341,2024-09,3,2771.52
741341,2024-10,0,0.0
741341,2024-11,0,0.0
500739,2023-03,0,0.0
500739,2023-04,1,359.98
500739,2023-05,0,0.0
500739,2023-06,0,0.0
500739,2023-07,4,1439.92
500739,2023-08,5,1799.9
500739,2023-09,0,0.0
500739,2023-10,5,1799.9
500739,2023-11,0,0.0
500739,2023-12,2,719.96
500739,2024-01,0,0.0
500739,2024-02,0,0.0
500739,2024-03,2,719.96
500739,2024-04,4,1439.92
500739,2024-05,3,1079.94
500739,2024-06,0,0.0
500739,2024-07,0,0.0
500739,2024-08,2,719.96
500739,2024-09,0,0.0
500739,2024-10,0,0.0
500739,2024-11,0,0.0
500633,2023-03,0,0.0
500633,2023-04,3,463.5
500633,2023-05,5,772.5
500633,2023-06,0,0.0
500633,2023-07,3,463.5
500633,2023-08,1,154.5
500633,2023-09,3,463.5
500633,2023-10,2,309.0
500633,2023-11,1,154.5
500633,2023-12,1,154.5
500633,2024-01,5,772.5
500633,2024-02,2,309.0
500633,2024-03,2,309.0
500633,2024-04,1,154.5
