product_id,hist_total_quantity,hist_total_revenue,hist_total_orders,hist_mean_monthly_quantity,hist_std_monthly_quantity,hist_max_monthly_quantity,hist_mean_monthly_revenue,hist_std_monthly_revenue,hist_active_months,future_3m_quantity,future_3m_revenue,future_3m_orders,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,hist_demand_cv,hist_revenue_cv,hist_sales_frequency,estimated_hist_profit,discount_rate,future_revenue_rank,high_future_performance,cutoff_month,target_start_month,target_end_month,fold_id
552883,8,7105.28,5,1.3333333333333333,1.632993161855452,4,1184.2133333333334,1450.3592066335382,3,3,2664.48,1,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.16,1184.21,25.0,3,18,94,1.2247448713915892,1.224744871391589,0.5,1776.32,0.24999788888795066,112.0,0,2023-09,2023-10,2023-12,6
952124,9,1143.72,5,1.5,1.8708286933869709,5,190.62,237.7449103556162,4,8,1016.64,4,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,169.44,25.0,3,15,50,1.2472191289246473,1.247219128924647,0.6666666666666666,285.93,0.25,186.0,0,2023-09,2023-10,2023-12,6
397973,20,14574.6,10,3.3333333333333335,2.1602468994692865,6,2429.1,1574.2367230502532,5,5,3643.65,3,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",728.73,971.64,25.0,3,27,82,0.648074069840786,0.648074069840786,0.8333333333333334,3643.65,0.24999999999999997,74.0,0,2023-09,2023-10,2023-12,6
555121,12,4258.92,6,2.0,2.0976176963403033,5,709.82,744.465496608137,4,14,4968.74,7,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.91,473.21,25.0,3,30,67,1.0488088481701516,1.0488088481701514,0.6666666666666666,1064.73,0.24999471693328534,44.0,1,2023-09,2023-10,2023-12,6
818522,18,1729.62,7,3.0,2.9664793948382653,7,288.27,285.04900505000893,4,2,192.18,1,Cheese,Dairy & Breakfast,Hora-Roy,96.09,120.11,20.0,7,12,90,0.9888264649460884,0.9888264649460885,0.6666666666666666,345.9239999999999,0.19998334859711928,239.0,0,2023-09,2023-10,2023-12,6
462526,5,2249.8500000000004,3,0.8333333333333334,1.3291601358251257,3,374.9750000000001,598.082186317232,2,6,2699.82,3,Curd,Dairy & Breakfast,Pau and Sons,449.97,562.46,20.0,7,25,69,1.5949921629901507,1.594992162990151,0.3333333333333333,449.9700000000001,0.19999644419158696,110.0,0,2023-09,2023-10,2023-12,6
376447,8,5798.719999999999,4,1.3333333333333333,1.96638416050035,5,966.4533333333333,1425.3138948970736,3,3,2174.52,1,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64,1.4747881203752626,1.4747881203752626,0.5,1159.744,0.19999999999999993,133.0,0,2023-09,2023-10,2023-12,6
217710,11,644.49,6,1.8333333333333333,1.7224014243685086,4,107.415,100.91549945375091,4,4,234.36,2,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53,0.9394916860191865,0.9394916860191864,0.6666666666666666,128.898,0.20002730748225003,237.0,0,2023-09,2023-10,2023-12,6
146840,3,2360.55,2,0.5,0.8366600265340756,2,393.425,658.3259418783373,2,6,4721.1,3,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,89,1.6733200530681511,1.673320053068151,0.3333333333333333,472.11,0.1999979665704176,49.0,1,2023-09,2023-10,2023-12,6
89084,23,13773.09,11,3.8333333333333335,2.316606713852541,8,2295.515,1387.253598456317,6,6,3592.9800000000005,3,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74,0.6043321862224019,0.6043321862224019,1.0,2754.618,0.20000267186790277,76.0,0,2023-09,2023-10,2023-12,6
888807,5,1152.9,2,0.8333333333333334,1.3291601358251257,3,192.15,306.4777441185575,2,3,691.74,2,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,1.5949921629901507,1.594992162990151,0.3333333333333333,230.58,0.2000138778059189,205.0,0,2023-09,2023-10,2023-12,6
136533,13,10740.73,7,2.1666666666666665,1.4719601443879746,5,1790.1216666666667,1216.1481908947885,6,1,826.21,1,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.21,1032.76,20.0,7,15,75,0.6793662204867575,0.6793662204867575,1.0,2148.1459999999997,0.19999806344165144,198.0,0,2023-09,2023-10,2023-12,6
714999,5,4412.55,4,0.8333333333333334,0.9831920802501751,2,735.4250000000001,867.6768427415819,3,3,2647.5299999999997,1,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81,1.1798304963002102,1.17983049630021,0.5,882.51,0.20000181300650877,114.0,0,2023-09,2023-10,2023-12,6
382511,10,7025.4,6,1.6666666666666667,1.3662601021279464,4,1170.8999999999999,959.8523721489674,5,17,11943.18,7,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,26,88,0.8197560612767678,0.8197560612767679,0.8333333333333334,1405.08,0.19999544507327738,7.0,1,2023-09,2023-10,2023-12,6
15314,14,8103.900000000001,8,2.3333333333333335,1.632993161855452,4,1350.65,945.2580917400285,5,7,4051.9500000000003,3,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,30,91,0.6998542122237651,0.6998542122237652,0.8333333333333334,1620.78,0.19999723588921434,63.0,1,2023-09,2023-10,2023-12,6
67197,10,5522.0,5,1.6666666666666667,2.3380903889000244,6,920.3333333333334,1291.0935127505934,3,8,4417.6,4,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,1.4028542333400147,1.4028542333400145,0.5,1104.4,0.19999999999999993,54.0,1,2023-09,2023-10,2023-12,6
880510,19,18077.170000000002,11,3.1666666666666665,2.0412414523193148,7,3012.861666666667,1942.0983549801663,6,11,10465.73,5,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54,0.6446025638903099,0.64460256389031,1.0,3615.434,0.2000016816756216,10.0,1,2023-09,2023-10,2023-12,6
41853,7,6373.08,3,1.1666666666666667,1.4719601443879744,3,1062.18,1340.1313938565875,3,9,8193.960000000001,5,Curd,Dairy & Breakfast,Handa PLC,910.44,1138.05,20.0,7,14,92,1.2616801237611208,1.2616801237611208,0.5,1274.616,0.19999999999999993,17.0,1,2023-09,2023-10,2023-12,6
257719,11,3099.03,5,1.8333333333333333,2.48327740429189,5,516.505,699.6137431111542,3,7,1972.1100000000001,3,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93,1.3545149477955765,1.3545149477955765,0.5,619.806,0.1999943207632894,143.0,0,2023-09,2023-10,2023-12,6
891833,5,2465.95,4,0.8333333333333334,0.752772652709081,2,410.9916666666666,371.25994458959167,4,4,1972.76,3,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,0.9033271832508971,0.9033271832508973,0.6666666666666666,493.19,0.2000032441726549,142.0,0,2023-09,2023-10,2023-12,6
741341,8,7390.72,5,1.3333333333333333,1.632993161855452,4,1231.7866666666666,1508.624402648541,3,2,1847.68,1,Eggs,Dairy & Breakfast,Prasad LLC,923.84,1154.8,20.0,7,13,62,1.2247448713915892,1.2247448713915892,0.5,1478.144,0.19999999999999993,152.0,0,2023-09,2023-10,2023-12,6
500739,10,3599.8,6,1.6666666666666667,2.250925735484551,5,599.9666666666667,810.2882462597287,3,7,2519.86,3,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,1.3505554412907306,1.3505554412907306,0.5,719.96,0.20000888928396818,122.0,0,2023-09,2023-10,2023-12,6
500633,15,2317.5,8,2.5,1.7606816861659011,5,386.25,272.0253205126317,5,4,618.0,3,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,0.7042726744663604,0.7042726744663604,0.8333333333333334,463.5,0.19997928748964378,212.0,0,2023-09,2023-10,2023-12,6
799952,10,9226.4,5,1.6666666666666667,2.065591117977289,5,1537.7333333333333,1905.7969890905658,3,1,922.64,1,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,1.2393546707863732,1.2393546707863734,0.5,1845.28,0.19999999999999998,192.0,0,2023-09,2023-10,2023-12,6
798639,12,2535.0,6,2.0,1.8973665961010275,4,422.5,400.81869342634207,4,2,422.5,1,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,0.9486832980505138,0.9486832980505138,0.6666666666666666,507.0,0.19999242596379613,228.0,0,2023-09,2023-10,2023-12,6
329351,11,3419.57,6,1.8333333333333333,2.041241452319315,4,569.9283333333334,634.5607302825055,3,9,2797.83,4,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,23,95,1.1134044285378084,1.113404428537808,0.5,683.9140000000001,0.2000051468128361,107.0,0,2023-09,2023-10,2023-12,6
833557,15,6343.05,9,2.5,2.073644135332772,6,1057.175,876.8818955081695,5,11,4651.57,5,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,27,69,0.8294576541331088,0.829457654133109,0.8333333333333334,1268.61,0.20000378365084473,52.0,1,2023-09,2023-10,2023-12,6
324809,10,6080.0,4,1.6666666666666667,1.505545305418162,3,1013.3333333333334,915.3715456942425,4,11,6688.0,6,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,0.9033271832508971,0.9033271832508972,0.6666666666666666,1216.0,0.2,26.0,1,2023-09,2023-10,2023-12,6
337168,16,8727.84,7,2.6666666666666665,1.96638416050035,6,1454.64,1072.642895711336,5,7,3818.43,4,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,20.0,7,25,98,0.7373940601876313,0.7373940601876312,0.8333333333333334,1745.568,0.19999706684656673,69.0,0,2023-09,2023-10,2023-12,6
659290,19,6067.459999999999,8,3.1666666666666665,3.125166662222459,8,1011.2433333333332,997.9907219141201,4,8,2554.72,4,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66,0.9868947354386713,0.9868947354386713,0.6666666666666666,1213.4919999999997,0.19998997920685432,120.0,0,2023-09,2023-10,2023-12,6
883013,14,13858.32,7,2.3333333333333335,1.3662601021279464,4,2309.72,1352.4335498944115,5,10,9898.8,5,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20.0,7,13,98,0.5855400437691198,0.5855400437691199,0.8333333333333334,2771.664,0.19999999999999996,11.0,1,2023-09,2023-10,2023-12,6
839170,12,5779.5599999999995,8,2.0,1.4142135623730951,4,963.2599999999999,681.1276780457538,5,7,3371.41,4,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59,0.7071067811865476,0.7071067811865477,0.8333333333333334,1155.9119999999998,0.20000332203840274,87.0,0,2023-09,2023-10,2023-12,6
455083,11,10549.11,6,1.8333333333333333,1.6020819787597222,4,1758.1850000000002,1536.412638450361,4,5,4795.049999999999,2,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20.0,7,29,63,0.8738628975053031,0.8738628975053029,0.6666666666666666,2109.822,0.19999833160932964,48.0,1,2023-09,2023-10,2023-12,6
183929,8,5909.92,4,1.3333333333333333,1.505545305418162,3,984.9866666666667,1112.2065389246131,3,8,5909.92,4,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,7,20,73,1.1291589790636216,1.1291589790636216,0.5,1181.984,0.19999566827662382,32.0,1,2023-09,2023-10,2023-12,6
592784,11,3083.8500000000004,6,1.8333333333333333,0.983192080250175,3,513.975,275.6378996981366,6,5,1401.75,2,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35.0,90,27,64,0.5362865892273682,0.5362865892273683,1.0,1079.3475,0.3500034777770049,174.0,0,2023-09,2023-10,2023-12,6
578097,4,1070.44,3,0.6666666666666666,0.816496580927726,2,178.40666666666667,218.50265002206876,3,8,2140.88,4,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35.0,90,22,75,1.2247448713915892,1.2247448713915892,0.5,374.654,0.35000364334118667,134.0,0,2023-09,2023-10,2023-12,6
487065,18,6744.24,10,3.0,2.1908902300206643,6,1124.04,820.8827513841426,5,9,3372.12,4,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35.0,90,27,87,0.7302967433402214,0.7302967433402215,0.8333333333333334,2360.484,0.34999913259198856,86.0,0,2023-09,2023-10,2023-12,6
734789,7,2770.74,5,1.1666666666666667,1.6020819787597222,4,461.78999999999996,634.1360888326732,3,14,5541.48,7,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,1.3732131246511905,1.3732131246511905,0.5,969.7589999999999,0.3499958945726251,34.0,1,2023-09,2023-10,2023-12,6
949818,19,9177.95,10,3.1666666666666665,1.9407902170679516,5,1529.6583333333335,937.498714354674,5,4,1932.2,2,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76,0.6128811211793532,0.612881121179353,0.8333333333333334,3212.2825,0.3499966359415999,145.0,0,2023-09,2023-10,2023-12,6
690565,9,8561.43,5,1.5,1.3784048752090223,3,1426.905,1311.2352056400866,4,10,9512.7,6,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56,0.9189365834726816,0.9189365834726816,0.6666666666666666,2996.5005,0.3499989750527848,14.0,1,2023-09,2023-10,2023-12,6
961614,8,1817.76,4,1.3333333333333333,1.0327955589886444,2,302.96,234.67180691339982,4,8,1817.7599999999998,3,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99,0.7745966692414833,0.7745966692414835,0.6666666666666666,636.216,0.3500014303286895,154.0,0,2023-09,2023-10,2023-12,6
361361,11,9088.310000000001,5,1.8333333333333333,1.6020819787597222,4,1514.7183333333335,1323.6561516710701,4,6,4957.26,2,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.21,1271.09,35.0,90,20,64,0.8738628975053031,0.873862897505303,0.6666666666666666,3180.9085000000005,0.3499988199104705,45.0,1,2023-09,2023-10,2023-12,6
291238,10,7460.299999999999,5,1.6666666666666667,3.141125063837266,8,1243.3833333333332,2343.373531374515,3,4,2984.12,2,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.03,1147.74,35.0,90,16,68,1.8846750383023594,1.8846750383023594,0.5,2611.1049999999996,0.35000087127746704,100.0,0,2023-09,2023-10,2023-12,6
654623,14,5909.96,9,2.3333333333333335,3.444802848737017,9,984.9933333333333,1454.1890745658445,4,12,5065.68,6,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76,1.47634407803015,1.4763440780301502,0.6666666666666666,2068.486,0.3500038494110402,42.0,1,2023-09,2023-10,2023-12,6
313754,15,2049.0,7,2.5,3.5071355833500366,9,341.5,479.074720685615,3,3,409.79999999999995,1,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67,1.4028542333400147,1.4028542333400145,0.5,717.15,0.3499881037354271,230.0,0,2023-09,2023-10,2023-12,6
563740,9,866.97,5,1.5,1.6431676725154984,4,144.495,158.28634189341795,4,9,866.97,4,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61,1.0954451150103324,1.0954451150103321,0.6666666666666666,303.4395,0.35,196.0,0,2023-09,2023-10,2023-12,6
378230,11,1830.62,4,1.8333333333333333,1.4719601443879746,3,305.1033333333333,244.96360722904672,4,1,166.42,1,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,13,76,0.8028873514843499,0.8028873514843499,0.6666666666666666,640.717,0.349998047103855,242.0,0,2023-09,2023-10,2023-12,6
658389,10,1525.5,5,1.6666666666666667,1.0327955589886444,3,254.25,157.55296252371772,5,10,1525.5,4,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68,0.6196773353931866,0.6196773353931867,0.8333333333333334,533.925,0.3499936085900549,171.0,0,2023-09,2023-10,2023-12,6
990993,3,791.1,2,0.5,0.8366600265340756,2,131.85,220.62724899703574,2,11,2900.7,5,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,22,61,1.6733200530681511,1.6733200530681513,0.3333333333333333,276.885,0.3499963025955779,103.0,0,2023-09,2023-10,2023-12,6
762527,10,6900.800000000001,4,1.6666666666666667,2.6583202716502514,6,1150.1333333333334,1834.4536530604057,2,6,4140.4800000000005,3,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.08,1061.66,35.0,90,23,71,1.5949921629901507,1.594992162990151,0.3333333333333333,2415.28,0.34999905807885767,60.0,1,2023-09,2023-10,2023-12,6
952168,8,1895.6,4,1.3333333333333333,2.3380903889000244,6,315.93333333333334,554.0105176498607,3,13,3080.35,5,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,1.7535677916750183,1.753567791675018,0.5,663.46,0.35000274318318986,97.0,0,2023-09,2023-10,2023-12,6
542300,9,2298.1499999999996,5,1.5,2.5099800796022267,6,383.0249999999999,640.9234133264285,2,6,1532.1,4,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66,1.6733200530681511,1.6733200530681513,0.3333333333333333,804.3524999999998,0.3500063637520683,170.0,0,2023-09,2023-10,2023-12,6
602241,11,10742.05,5,1.8333333333333333,1.9407902170679516,5,1790.3416666666665,1895.278686477708,4,9,8788.949999999999,5,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,1.0586128456734283,1.0586128456734283,0.6666666666666666,3759.7175,0.34999800316830637,16.0,1,2023-09,2023-10,2023-12,6
587420,6,2144.52,3,1.0,2.0,5,357.42,714.8399999999999,2,0,0.0,0,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50,2.0,1.9999999999999998,0.3333333333333333,750.582,0.3500036371571979,250.0,0,2023-09,2023-10,2023-12,6
491521,12,6676.200000000001,7,2.0,1.4142135623730951,4,1112.7,786.7977154262715,5,4,2225.4,3,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,28,98,0.7071067811865476,0.7071067811865475,0.8333333333333334,2336.67,0.34999766333302174,131.0,0,2023-09,2023-10,2023-12,6
914071,7,2078.58,3,1.1666666666666667,1.4719601443879744,3,346.43,437.08384527456514,3,9,2672.46,4,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90,25,90,1.2616801237611208,1.261680123761121,0.5,727.503,0.3499989055009522,111.0,0,2023-09,2023-10,2023-12,6
832348,13,10808.59,7,2.1666666666666665,2.316606713852541,5,1801.4316666666666,1926.0963200984177,4,5,4157.15,3,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79,1.0692030987011727,1.0692030987011725,0.6666666666666666,3783.0065000000004,0.3499984364250422,59.0,1,2023-09,2023-10,2023-12,6
567671,2,836.96,2,0.3333333333333333,0.5163977794943222,1,139.49333333333334,216.10214276278398,2,4,1673.92,3,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,1.5491933384829666,1.5491933384829668,0.3333333333333333,292.93600000000004,0.35000465968749034,162.0,0,2023-09,2023-10,2023-12,6
481843,5,1488.4,2,0.8333333333333334,1.3291601358251257,3,248.0666666666667,395.66438923242345,2,2,595.36,1,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.68,457.97,35.0,90,10,88,1.5949921629901507,1.594992162990151,0.3333333333333333,520.94,0.3500010917745704,214.0,0,2023-09,2023-10,2023-12,6
