product_id,hist_total_quantity,hist_total_revenue,hist_total_orders,hist_mean_monthly_quantity,hist_std_monthly_quantity,hist_max_monthly_quantity,hist_mean_monthly_revenue,hist_std_monthly_revenue,hist_active_months,future_3m_quantity,future_3m_revenue,future_3m_orders,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,hist_demand_cv,hist_revenue_cv,hist_sales_frequency,estimated_hist_profit,discount_rate,high_future_performance,cutoff_month,target_start_month,target_end_month,fold_id
376447,6,4349.04,3,1.0,2.0,5,724.84,1449.68,2,5,3624.2000000000003,2,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64,2.0,2.0,0.3333333333333333,869.808,0.19999999999999993,0,2023-08,2023-09,2023-11,6
217710,11,644.49,6,1.8333333333333333,1.7224014243685084,4,107.415,100.91549945375091,4,4,234.36,2,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53,0.9394916860191864,0.9394916860191864,0.6666666666666666,128.898,0.20002730748225003,0,2023-08,2023-09,2023-11,6
146840,7,5507.95,4,1.1666666666666667,1.602081978759722,4,917.9916666666667,1260.5982049870875,3,6,4721.1,3,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,89,1.3732131246511903,1.3732131246511905,0.5,1101.59,0.1999979665704176,1,2023-08,2023-09,2023-11,6
89084,23,13773.090000000002,11,3.8333333333333335,2.316606713852541,8,2295.5150000000003,1387.253598456317,6,5,2994.1500000000005,2,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74,0.6043321862224019,0.6043321862224018,1.0,2754.6180000000004,0.20000267186790277,0,2023-08,2023-09,2023-11,6
888807,5,1152.9,2,0.8333333333333334,1.3291601358251257,3,192.15,306.4777441185575,2,3,691.74,2,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,1.5949921629901507,1.594992162990151,0.3333333333333333,230.58,0.2000138778059189,0,2023-08,2023-09,2023-11,6
136533,15,12393.150000000001,8,2.5,1.6431676725154984,5,2065.525,1357.6015627090298,6,3,2478.63,2,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.21,1032.76,20.0,7,15,75,0.6572670690061994,0.6572670690061992,1.0,2478.63,0.19999806344165144,0,2023-08,2023-09,2023-11,6
714999,6,5295.0599999999995,5,1.0,1.2649110640673518,3,882.5099999999999,1116.2966631500783,3,5,4412.549999999999,2,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81,1.2649110640673518,1.2649110640673515,0.5,1059.0119999999997,0.20000181300650877,1,2023-08,2023-09,2023-11,6
382511,10,7025.4,6,1.6666666666666667,1.3662601021279464,4,1170.8999999999999,959.8523721489673,5,11,7727.94,5,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,26,88,0.8197560612767678,0.8197560612767678,0.8333333333333334,1405.08,0.19999544507327738,1,2023-08,2023-09,2023-11,6
15314,11,6367.35,6,1.8333333333333333,1.4719601443879746,4,1061.2250000000001,852.044129578979,5,9,5209.650000000001,5,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,30,91,0.8028873514843499,0.8028873514843495,0.8333333333333334,1273.47,0.19999723588921434,1,2023-08,2023-09,2023-11,6
67197,10,5522.0,5,1.6666666666666667,2.3380903889000244,6,920.3333333333334,1291.0935127505934,3,8,4417.6,4,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,1.4028542333400147,1.4028542333400145,0.5,1104.4,0.19999999999999993,1,2023-08,2023-09,2023-11,6
880510,20,19028.6,11,3.3333333333333335,1.96638416050035,7,3171.433333333333,1870.8768818248484,6,8,7611.44,4,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54,0.589915248150105,0.5899152481501052,1.0,3805.72,0.2000016816756216,1,2023-08,2023-09,2023-11,6
41853,7,6373.08,3,1.1666666666666667,1.4719601443879744,3,1062.18,1340.1313938565875,3,5,4552.200000000001,2,Curd,Dairy & Breakfast,Handa PLC,910.44,1138.05,20.0,7,14,92,1.2616801237611208,1.2616801237611208,0.5,1274.616,0.19999999999999993,1,2023-08,2023-09,2023-11,6
257719,7,1972.1100000000001,4,1.1666666666666667,1.9407902170679516,5,328.685,546.778827854554,3,12,3380.76,5,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93,1.6635344717725298,1.66353447177253,0.5,394.422,0.1999943207632894,0,2023-08,2023-09,2023-11,6
891833,4,1972.76,3,0.6666666666666666,0.816496580927726,2,328.79333333333335,402.6879487477452,3,5,2465.95,4,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,1.2247448713915892,1.2247448713915892,0.5,394.55199999999996,0.2000032441726549,0,2023-08,2023-09,2023-11,6
741341,4,3695.36,3,0.6666666666666666,1.0327955589886444,2,615.8933333333333,954.1378492160693,2,6,5543.04,3,Eggs,Dairy & Breakfast,Prasad LLC,923.84,1154.8,20.0,7,13,62,1.5491933384829666,1.5491933384829668,0.3333333333333333,739.072,0.19999999999999993,1,2023-08,2023-09,2023-11,6
500739,10,3599.8,6,1.6666666666666667,2.250925735484551,5,599.9666666666667,810.2882462597287,3,5,1799.9,2,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,1.3505554412907306,1.3505554412907306,0.5,719.96,0.20000888928396818,0,2023-08,2023-09,2023-11,6
500633,12,1854.0,6,2.0,2.0,5,309.0,309.0,4,6,927.0,4,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,1.0,1.0,0.6666666666666666,370.8,0.19997928748964378,0,2023-08,2023-09,2023-11,6
799952,11,10149.04,5,1.8333333333333333,2.136976056643281,5,1691.506666666667,1971.6595889013565,3,2,1845.28,1,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,1.1656233036236079,1.1656233036236074,0.5,2029.8080000000002,0.19999999999999998,0,2023-08,2023-09,2023-11,6
798639,10,2112.5,5,1.6666666666666667,1.632993161855452,4,352.0833333333333,344.96980544196424,4,6,1267.5,3,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,0.9797958971132712,0.9797958971132713,0.6666666666666666,422.5,0.19999242596379613,0,2023-08,2023-09,2023-11,6
329351,11,3419.57,6,1.8333333333333333,2.041241452319315,4,569.9283333333334,634.5607302825055,3,7,2176.09,3,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,23,95,1.1134044285378084,1.113404428537808,0.5,683.9140000000001,0.2000051468128361,0,2023-08,2023-09,2023-11,6
833557,13,5497.31,8,2.1666666666666665,2.3166067138525404,6,916.2183333333334,979.623481086824,4,10,4228.700000000001,4,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,27,69,1.0692030987011725,1.0692030987011727,0.6666666666666666,1099.4620000000002,0.20000378365084473,0,2023-08,2023-09,2023-11,6
324809,7,4256.0,3,1.1666666666666667,1.4719601443879746,3,709.3333333333334,894.9517677878885,3,13,7904.0,6,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,1.261680123761121,1.2616801237611208,0.5,851.2,0.2,1,2023-08,2023-09,2023-11,6
337168,13,7091.37,6,2.1666666666666665,2.228601953392904,6,1181.895,1215.6800795562951,4,10,5454.9,5,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,20.0,7,25,98,1.028585516950571,1.028585516950571,0.6666666666666666,1418.274,0.19999706684656673,1,2023-08,2023-09,2023-11,6
659290,14,4470.76,6,2.3333333333333335,2.0655911179772892,5,745.1266666666667,659.6258676148674,4,14,4470.76,6,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66,0.885253336275981,0.8852533362759809,0.6666666666666666,894.1520000000002,0.19998997920685432,1,2023-08,2023-09,2023-11,6
883013,10,9898.8,5,1.6666666666666667,1.3662601021279464,3,1649.8,1352.4335498944115,4,14,13858.32,7,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20.0,7,13,98,0.8197560612767678,0.8197560612767678,0.6666666666666666,1979.76,0.19999999999999996,1,2023-08,2023-09,2023-11,6
839170,10,4816.299999999999,6,1.6666666666666667,1.632993161855452,4,802.7166666666666,786.4984965444413,4,9,4334.67,6,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59,0.9797958971132712,0.9797958971132713,0.6666666666666666,963.2599999999999,0.20000332203840274,0,2023-08,2023-09,2023-11,6
455083,9,8631.09,5,1.5,1.760681686165901,4,1438.515,1688.5113438499607,3,4,3836.04,2,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20.0,7,29,63,1.1737877907772674,1.1737877907772671,0.5,1726.2179999999998,0.19999833160932964,0,2023-08,2023-09,2023-11,6
183929,6,4432.4400000000005,4,1.0,1.2649110640673518,3,738.7400000000001,934.4403994691156,3,10,7387.400000000001,4,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,7,20,73,1.2649110640673518,1.2649110640673518,0.5,886.4880000000002,0.19999566827662382,1,2023-08,2023-09,2023-11,6
592784,10,2803.5,5,1.6666666666666667,1.2110601416389966,3,467.25,339.5207107084928,5,3,841.0500000000001,2,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35.0,90,27,64,0.7266360849833979,0.7266360849833982,0.8333333333333334,981.225,0.3500034777770049,0,2023-08,2023-09,2023-11,6
578097,3,802.83,2,0.5,0.8366600265340756,2,133.805,223.898589700784,2,5,1338.0500000000002,3,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35.0,90,22,75,1.6733200530681511,1.6733200530681511,0.3333333333333333,280.99050000000005,0.35000364334118667,0,2023-08,2023-09,2023-11,6
487065,18,6744.24,10,3.0,2.1908902300206643,6,1124.04,820.8827513841425,5,2,749.36,1,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35.0,90,27,87,0.7302967433402214,0.7302967433402214,0.8333333333333334,2360.484,0.34999913259198856,0,2023-08,2023-09,2023-11,6
734789,3,1187.46,3,0.5,0.8366600265340756,2,197.91,331.1667717027178,2,9,3562.38,4,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,1.6733200530681511,1.6733200530681513,0.3333333333333333,415.611,0.3499958945726251,0,2023-08,2023-09,2023-11,6
949818,15,7245.75,8,2.5,1.8708286933869707,5,1207.625,903.7038003405762,5,5,2415.25,3,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76,0.7483314773547882,0.7483314773547883,0.8333333333333334,2536.0125,0.3499966359415999,0,2023-08,2023-09,2023-11,6
690565,7,6658.889999999999,4,1.1666666666666667,1.4719601443879744,3,1109.8149999999998,1400.2315265519483,3,9,8561.43,5,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56,1.2616801237611208,1.261680123761121,0.5,2330.6114999999995,0.3499989750527848,1,2023-08,2023-09,2023-11,6
961614,6,1363.32,3,1.0,1.0954451150103321,2,227.22,248.9070390326477,3,5,1136.1,2,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99,1.0954451150103321,1.0954451150103324,0.5,477.162,0.3500014303286895,0,2023-08,2023-09,2023-11,6
361361,9,7435.89,4,1.5,1.224744871391589,3,1239.315,1011.8964601924448,4,7,5783.47,3,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.21,1271.09,35.0,90,20,64,0.8164965809277259,0.816496580927726,0.6666666666666666,2602.5615000000003,0.3499988199104705,1,2023-08,2023-09,2023-11,6
291238,2,1492.06,2,0.3333333333333333,0.5163977794943223,1,248.67666666666665,385.24823543614923,2,10,7460.299999999999,4,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.03,1147.74,35.0,90,16,68,1.549193338482967,1.5491933384829668,0.3333333333333333,522.221,0.35000087127746704,1,2023-08,2023-09,2023-11,6
654623,14,5909.96,9,2.3333333333333335,3.444802848737017,9,984.9933333333333,1454.1890745658445,4,10,4221.400000000001,5,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76,1.47634407803015,1.4763440780301502,0.6666666666666666,2068.486,0.3500038494110402,0,2023-08,2023-09,2023-11,6
313754,18,2458.7999999999997,8,3.0,3.286335345030997,9,409.79999999999995,448.9134081312341,4,3,409.79999999999995,1,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67,1.0954451150103324,1.0954451150103324,0.6666666666666666,860.5799999999998,0.3499881037354271,0,2023-08,2023-09,2023-11,6
563740,11,1059.63,6,1.8333333333333333,1.4719601443879746,4,176.60500000000002,141.79392070889358,5,6,577.98,3,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61,0.8028873514843499,0.8028873514843496,0.8333333333333334,370.87050000000005,0.35,0,2023-08,2023-09,2023-11,6
378230,11,1830.62,4,1.8333333333333333,1.4719601443879746,3,305.1033333333333,244.9636072290467,4,1,166.42,1,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,13,76,0.8028873514843499,0.8028873514843498,0.6666666666666666,640.717,0.349998047103855,0,2023-08,2023-09,2023-11,6
658389,8,1220.4,4,1.3333333333333333,1.2110601416389966,3,203.4,184.74722460702893,4,7,1067.8500000000001,3,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68,0.9082951062292475,0.9082951062292474,0.6666666666666666,427.14,0.3499936085900549,0,2023-08,2023-09,2023-11,6
990993,6,1582.1999999999998,3,1.0,1.2649110640673518,3,263.7,333.55704759456063,3,4,1054.8,2,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,22,61,1.2649110640673518,1.2649110640673518,0.5,553.77,0.3499963025955779,0,2023-08,2023-09,2023-11,6
762527,6,4140.48,3,1.0,1.6733200530681511,4,690.0799999999999,1154.7247022212698,2,11,7590.880000000001,4,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.08,1061.66,35.0,90,23,71,1.6733200530681511,1.6733200530681513,0.3333333333333333,1449.168,0.34999905807885767,1,2023-08,2023-09,2023-11,6
952168,8,1895.6,4,1.3333333333333333,2.3380903889000244,6,315.93333333333334,554.0105176498607,3,11,2606.45,4,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,1.7535677916750183,1.753567791675018,0.5,663.46,0.35000274318318986,0,2023-08,2023-09,2023-11,6
542300,9,2298.1499999999996,5,1.5,2.5099800796022267,6,383.0249999999999,640.9234133264285,2,3,766.05,2,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66,1.6733200530681511,1.6733200530681513,0.3333333333333333,804.3524999999998,0.3500063637520683,0,2023-08,2023-09,2023-11,6
602241,11,10742.05,5,1.8333333333333333,1.9407902170679516,5,1790.3416666666665,1895.2786864777083,4,8,7812.4,4,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,1.0586128456734283,1.0586128456734283,0.6666666666666666,3759.7175,0.34999800316830637,1,2023-08,2023-09,2023-11,6
587420,6,2144.52,3,1.0,2.0,5,357.42,714.84,2,0,0.0,0,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50,2.0,2.0,0.3333333333333333,750.582,0.3500036371571979,0,2023-08,2023-09,2023-11,6
491521,10,5563.5,7,1.6666666666666667,1.3662601021279464,4,927.25,760.118807818883,5,5,2781.75,3,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,28,98,0.8197560612767678,0.8197560612767679,0.8333333333333334,1947.225,0.34999766333302174,0,2023-08,2023-09,2023-11,6
914071,4,1187.76,2,0.6666666666666666,1.2110601416389966,3,197.96,359.6121984582836,2,9,2672.46,4,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90,25,90,1.816590212458495,1.8165902124584947,0.3333333333333333,415.716,0.3499989055009522,0,2023-08,2023-09,2023-11,6
832348,13,10808.59,7,2.1666666666666665,2.3166067138525404,5,1801.4316666666666,1926.0963200984177,4,4,3325.72,2,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79,1.0692030987011725,1.0692030987011725,0.6666666666666666,3783.0065000000004,0.3499984364250422,0,2023-08,2023-09,2023-11,6
567671,3,1255.44,3,0.5,0.5477225575051661,1,209.24,229.21093586476195,3,3,1255.44,2,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,1.0954451150103321,1.0954451150103324,0.5,439.404,0.35000465968749034,0,2023-08,2023-09,2023-11,6
481843,5,1488.4,2,0.8333333333333334,1.3291601358251257,3,248.0666666666667,395.6643892324234,2,4,1190.72,2,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.68,457.97,35.0,90,10,88,1.5949921629901507,1.5949921629901505,0.3333333333333333,520.94,0.3500010917745704,0,2023-08,2023-09,2023-11,6
991434,7,1663.3400000000001,4,1.1666666666666667,1.169045194450012,3,277.22333333333336,277.7885191052119,4,4,950.48,2,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35.0,90,12,87,1.0020387381000102,1.0020387381000104,0.6666666666666666,582.1690000000001,0.35000136772711105,0,2023-08,2023-09,2023-11,6
540618,8,2536.4,4,1.3333333333333333,1.96638416050035,5,422.73333333333335,623.4420980866361,3,7,2219.35,4,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,1.4747881203752626,1.4747881203752626,0.5,887.74,0.35000102507329267,0,2023-08,2023-09,2023-11,6
