product_id,product_name,category,brand,cutoff_month,target_start_month,target_end_month,future_3m_revenue,future_3m_quantity,high_future_performance,predicted_high_performance,probability_high_performance
525531,Dog Food,Pet Care,Sandal PLC,2024-08,2024-09,2024-11,2493.3,3,0,1,0.7687792729043458
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",2024-07,2024-08,2024-10,2398.38,3,0,1,0.7681426482437836
186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",2024-07,2024-08,2024-10,3515.2,4,0,1,0.7670920802192
587645,Vitamins,Pharmacy,"Sura, Pillay and Mammen",2024-06,2024-07,2024-09,1603.62,2,0,1,0.767058859606219
153019,Onions,Fruits & Vegetables,Aurora LLC,2024-06,2024-07,2024-09,3791.8,4,0,1,0.7666820747519975
897083,Detergent,Household Care,Dutta-Halder,2024-07,2024-08,2024-10,1945.38,2,0,1,0.7658564676816181
803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",2024-08,2024-09,2024-11,949.73,1,0,1,0.765452374728069
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,2024-07,2024-08,2024-10,2736.87,3,0,1,0.7653187817906939
385113,Lotion,Personal Care,"Sampath, Mane and Mody",2024-08,2024-09,2024-11,0.0,0,0,1,0.7646462495112586
41853,Curd,Dairy & Breakfast,Handa PLC,2024-06,2024-07,2024-09,3641.76,4,0,1,0.7619059719901718
385113,Lotion,Personal Care,"Sampath, Mane and Mody",2024-07,2024-08,2024-10,0.0,0,0,1,0.7596613242944078
714999,Bread,Dairy & Breakfast,Kala Group,2024-08,2024-09,2024-11,0.0,0,0,1,0.7592601357406766
714999,Bread,Dairy & Breakfast,Kala Group,2024-06,2024-07,2024-09,0.0,0,0,1,0.7589512369235162
714999,Bread,Dairy & Breakfast,Kala Group,2024-07,2024-08,2024-10,0.0,0,0,1,0.7587972341194402
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,2024-08,2024-09,2024-11,912.29,1,0,1,0.7553305854099757
385113,Lotion,Personal Care,"Sampath, Mane and Mody",2024-06,2024-07,2024-09,0.0,0,0,1,0.7543825969118824
516376,Onions,Fruits & Vegetables,Agarwal-Dhar,2024-06,2024-07,2024-09,1754.86,2,0,1,0.7542671304880711
803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",2024-07,2024-08,2024-10,949.73,1,0,1,0.7506322331903297
491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,2024-08,2024-09,2024-11,973.44,1,0,1,0.7501573417868616
552883,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",2024-06,2024-07,2024-09,2664.48,3,0,1,0.7492232025134641
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",2024-06,2024-07,2024-09,727.95,1,0,1,0.7452942022338267
186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",2024-08,2024-09,2024-11,878.8,1,0,1,0.7437840027505319
690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",2024-06,2024-07,2024-09,3805.08,4,0,1,0.7424525599322572
561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,2024-08,2024-09,2024-11,2624.34,3,0,1,0.7417877791447812
328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,2024-07,2024-08,2024-10,2575.71,3,0,1,0.7415334648585953
602241,Nuts,Snacks & Munchies,Bahl-Pau,2024-06,2024-07,2024-09,976.55,1,0,1,0.7384745940635795
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",2024-07,2024-08,2024-10,2810.94,3,0,1,0.7372694942526994
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",2024-08,2024-09,2024-11,0.0,0,0,1,0.7367472037100992
726958,Cat Food,Pet Care,Doctor-Patla,2024-08,2024-09,2024-11,1774.96,2,0,1,0.7358520035935234
146840,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",2024-08,2024-09,2024-11,1573.7,2,0,1,0.7356197338700808
478531,Carrots,Fruits & Vegetables,Uppal Group,2024-08,2024-09,2024-11,2476.38,3,0,1,0.7323303250183915
832348,Biscuits,Snacks & Munchies,Jani-Ram,2024-07,2024-08,2024-10,2494.29,3,0,1,0.7306963890273133
136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",2024-07,2024-08,2024-10,2478.63,3,0,1,0.7302622202598419
146840,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",2024-07,2024-08,2024-10,1573.7,2,0,1,0.7301161185499994
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",2024-08,2024-09,2024-11,0.0,0,0,1,0.7289929549744105
136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",2024-08,2024-09,2024-11,826.21,1,0,1,0.7288605974374074
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",2024-07,2024-08,2024-10,0.0,0,0,1,0.7282116778671297
378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,2024-08,2024-09,2024-11,0.0,0,0,1,0.7280036070584607
516376,Onions,Fruits & Vegetables,Agarwal-Dhar,2024-08,2024-09,2024-11,877.43,1,0,1,0.7274608839597533
39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",2024-07,2024-08,2024-10,3787.44,4,0,1,0.7242671011104529
726958,Cat Food,Pet Care,Doctor-Patla,2024-07,2024-08,2024-10,1774.96,2,0,1,0.7240366974537426
516376,Onions,Fruits & Vegetables,Agarwal-Dhar,2024-07,2024-08,2024-10,877.43,1,0,1,0.7139732842371845
39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",2024-06,2024-07,2024-09,3787.44,4,0,1,0.7136568249642296
690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",2024-07,2024-08,2024-10,2853.81,3,0,1,0.712246825390209
726958,Cat Food,Pet Care,Doctor-Patla,2024-06,2024-07,2024-09,0.0,0,0,1,0.7101205671721017
741341,Eggs,Dairy & Breakfast,Prasad LLC,2024-08,2024-09,2024-11,2771.52,3,0,1,0.7090827228311843
741341,Eggs,Dairy & Breakfast,Prasad LLC,2024-07,2024-08,2024-10,2771.52,3,0,1,0.7090399333664257
328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,2024-08,2024-09,2024-11,0.0,0,0,1,0.7066152023332893
136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",2024-06,2024-07,2024-09,1652.42,2,0,1,0.7040317335768475
39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",2024-08,2024-09,2024-11,946.86,1,0,1,0.7000503800250576
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,2024-06,2024-07,2024-09,3149.6,4,0,1,0.6968983026018322
851978,Vitamins,Pharmacy,Parsa-Bala,2024-08,2024-09,2024-11,1431.44,2,0,1,0.6922727996692716
63769,Lotion,Personal Care,Dalal-Shan,2024-08,2024-09,2024-11,1756.14,2,0,1,0.6910631174435644
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",2024-06,2024-07,2024-09,2836.32,4,0,1,0.6898144774456358
945635,Pulses,Grocery & Staples,Balasubramanian PLC,2024-07,2024-08,2024-10,3115.6,4,0,1,0.6895028753750607
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,2024-06,2024-07,2024-09,2483.31,3,0,1,0.6891529280037006
600767,Toothpaste,Personal Care,Balan Group,2024-06,2024-07,2024-09,1444.84,2,0,1,0.689128763307054
537274,Pet Treats,Pet Care,Lal-Chauhan,2024-06,2024-07,2024-09,702.71,1,0,1,0.6877627058004558
945635,Pulses,Grocery & Staples,Balasubramanian PLC,2024-06,2024-07,2024-09,3115.6,4,0,1,0.6853007921583795
679321,Cola,Cold Drinks & Juices,Khurana-Dewan,2024-08,2024-09,2024-11,738.46,1,0,1,0.6845015458441549
832348,Biscuits,Snacks & Munchies,Jani-Ram,2024-08,2024-09,2024-11,831.43,1,0,1,0.684088478681112
945635,Pulses,Grocery & Staples,Balasubramanian PLC,2024-08,2024-09,2024-11,0.0,0,0,1,0.6823305455325618
600767,Toothpaste,Personal Care,Balan Group,2024-08,2024-09,2024-11,0.0,0,0,1,0.6782533226470594
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,2024-07,2024-08,2024-10,1574.8,2,0,1,0.6773142569480337
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",2024-07,2024-08,2024-10,1418.16,2,0,1,0.6767002714639897
600767,Toothpaste,Personal Care,Balan Group,2024-07,2024-08,2024-10,0.0,0,0,1,0.6716552060602694
672059,Toothpaste,Personal Care,Kaur-Gola,2024-07,2024-08,2024-10,3363.65,5,0,1,0.6700715378900731
847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,2024-08,2024-09,2024-11,1562.16,2,0,1,0.6691818669507494
183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",2024-08,2024-09,2024-11,2216.2200000000003,3,0,1,0.6680774248321868
942001,Cat Food,Pet Care,Acharya Ltd,2024-06,2024-07,2024-09,0.0,0,0,1,0.6649519923937874
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",2024-07,2024-08,2024-10,0.0,0,0,1,0.6636320261197037
361361,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",2024-06,2024-07,2024-09,2478.63,3,0,1,0.6599831453674386
107548,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",2024-06,2024-07,2024-09,1783.2,2,0,1,0.6597976423705549
183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",2024-07,2024-08,2024-10,2216.2200000000003,3,0,1,0.6582126012599503
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",2024-08,2024-09,2024-11,0.0,0,0,1,0.6581859997415671
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",2024-06,2024-07,2024-09,0.0,0,0,1,0.6564465009867946
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,2024-08,2024-09,2024-11,0.0,0,0,1,0.6560179383315595
847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,2024-06,2024-07,2024-09,3124.32,4,0,1,0.6558166574202388
847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,2024-07,2024-08,2024-10,1562.16,2,0,1,0.6528696061118182
672059,Toothpaste,Personal Care,Kaur-Gola,2024-08,2024-09,2024-11,0.0,0,0,1,0.6439657726876304
140489,Soap,Personal Care,"Biswas, Kapoor and Patel",2024-06,2024-07,2024-09,3251.0,5,0,1,0.6385941516592096
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",2024-06,2024-07,2024-09,2448.16,4,0,1,0.6269089185669205
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",2024-07,2024-08,2024-10,2448.16,4,0,1,0.6244326115488744
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",2024-07,2024-08,2024-10,1553.31,3,0,1,0.6206307997071354
324809,Bread,Dairy & Breakfast,Sidhu PLC,2024-06,2024-07,2024-09,3648.0,6,0,1,0.6200191263363984
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",2024-08,2024-09,2024-11,1224.08,2,0,1,0.6182582331380966
237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2024-08,2024-09,2024-11,1731.3899999999999,3,0,1,0.6180532221159732
376447,Butter,Dairy & Breakfast,Gara and Sons,2024-06,2024-07,2024-09,2174.52,3,0,1,0.6159761391368684
237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2024-07,2024-08,2024-10,2885.6499999999996,5,0,1,0.6114056676032035
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",2024-06,2024-07,2024-09,1553.31,3,0,1,0.6103594902553937
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",2024-08,2024-09,2024-11,1553.31,3,0,1,0.6097548399853164
120385,Pet Treats,Pet Care,Dubey-Sarin,2024-08,2024-09,2024-11,0.0,0,0,1,0.6068276216088069
140489,Soap,Personal Care,"Biswas, Kapoor and Patel",2024-08,2024-09,2024-11,650.2,1,0,1,0.6055309705014701
712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",2024-07,2024-08,2024-10,2015.0399999999997,3,0,1,0.6053374582997191
57405,Baby Food,Baby Care,Srinivas PLC,2024-08,2024-09,2024-11,0.0,0,0,1,0.6041999639312323
57405,Baby Food,Baby Care,Srinivas PLC,2024-06,2024-07,2024-09,1823.0099999999998,3,0,1,0.6024568977808082
57405,Baby Food,Baby Care,Srinivas PLC,2024-07,2024-08,2024-10,1823.0099999999998,3,0,1,0.6017475560448705
120385,Pet Treats,Pet Care,Dubey-Sarin,2024-06,2024-07,2024-09,1793.73,3,0,1,0.5990647202287507
120385,Pet Treats,Pet Care,Dubey-Sarin,2024-07,2024-08,2024-10,1793.73,3,0,1,0.5983713514735742
712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",2024-08,2024-09,2024-11,1343.36,2,0,1,0.5934976257941789
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",2024-08,2024-09,2024-11,563.45,1,0,1,0.5912518502947409
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",2024-07,2024-08,2024-10,2253.8,4,0,1,0.5911556784141321
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",2024-06,2024-07,2024-09,2253.8,4,0,1,0.5902905278396705
67197,Butter,Dairy & Breakfast,Shetty-Bora,2024-08,2024-09,2024-11,2208.8,4,0,1,0.5848183284238091
762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",2024-06,2024-07,2024-09,2760.32,4,0,1,0.5782542992262124
67197,Butter,Dairy & Breakfast,Shetty-Bora,2024-07,2024-08,2024-10,3865.4000000000005,7,0,1,0.5700546223080712
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",2024-06,2024-07,2024-09,3815.0,7,0,1,0.5694811683519424
784673,Dog Food,Pet Care,Ramanathan Group,2024-08,2024-09,2024-11,1474.17,3,0,1,0.569079620994109
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",2024-08,2024-09,2024-11,728.73,1,0,1,0.5675275705829679
337168,Eggs,Dairy & Breakfast,Dasgupta PLC,2024-07,2024-08,2024-10,3818.4300000000003,7,0,1,0.5654579166979415
762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",2024-07,2024-08,2024-10,1380.16,2,0,1,0.5630139220514573
762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",2024-08,2024-09,2024-11,1380.16,2,0,1,0.5615989418942411
642612,Pet Treats,Pet Care,Pillay-Ahuja,2024-07,2024-08,2024-10,3619.2099999999996,7,0,1,0.5579186118058195
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",2024-07,2024-08,2024-10,2914.92,4,0,1,0.5564849396435322
820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",2024-06,2024-07,2024-09,2881.1000000000004,5,0,1,0.5535861382388816
784673,Dog Food,Pet Care,Ramanathan Group,2024-06,2024-07,2024-09,2456.95,5,0,1,0.5515429864723855
89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",2024-06,2024-07,2024-09,1796.4900000000002,3,0,1,0.5509307351110508
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",2024-07,2024-08,2024-10,3270.0,6,0,1,0.5481541862152836
642612,Pet Treats,Pet Care,Pillay-Ahuja,2024-08,2024-09,2024-11,2585.1499999999996,5,0,1,0.5480103560907494
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",2024-06,2024-07,2024-09,2914.92,4,0,1,0.5470126716138878
337168,Eggs,Dairy & Breakfast,Dasgupta PLC,2024-08,2024-09,2024-11,2181.96,4,0,1,0.5431079921969755
373536,Dog Food,Pet Care,Chauhan-Sabharwal,2024-07,2024-08,2024-10,1482.51,3,0,1,0.5322086206063097
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",2024-08,2024-09,2024-11,1635.0,3,0,1,0.5297374877190332
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",2024-06,2024-07,2024-09,3736.8599999999997,6,0,1,0.5282721707278405
15314,Cheese,Dairy & Breakfast,Banik-Ratta,2024-08,2024-09,2024-11,1157.7,2,0,1,0.5237018741953325
425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",2024-07,2024-08,2024-10,3890.24,8,0,1,0.5236449805151836
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",2024-06,2024-07,2024-09,3311.2799999999997,6,0,1,0.5228310495309314
425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",2024-08,2024-09,2024-11,972.56,2,0,1,0.5224305544677453
373536,Dog Food,Pet Care,Chauhan-Sabharwal,2024-08,2024-09,2024-11,1482.51,3,0,1,0.5207847537891537
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,2024-06,2024-07,2024-09,3413.6400000000003,6,0,1,0.5167640154301153
490602,Sugar,Grocery & Staples,Raghavan Inc,2024-07,2024-08,2024-10,3846.29,7,0,1,0.5164549823903586
15314,Cheese,Dairy & Breakfast,Banik-Ratta,2024-07,2024-08,2024-10,1157.7,2,0,1,0.516059038160369
15314,Cheese,Dairy & Breakfast,Banik-Ratta,2024-06,2024-07,2024-09,2315.4,4,0,1,0.5135672363316425
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",2024-07,2024-08,2024-10,3311.2799999999997,6,0,1,0.5123184692346776
490602,Sugar,Grocery & Staples,Raghavan Inc,2024-08,2024-09,2024-11,2747.3500000000004,5,0,1,0.5106416719969719
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,2024-08,2024-09,2024-11,568.94,1,0,1,0.5081141002577209
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",2024-08,2024-09,2024-11,1655.6399999999999,3,0,1,0.5077050223158779
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,2024-07,2024-08,2024-10,2844.7000000000003,5,0,1,0.5041410102192451
