order_id,customer_id,order_date,order_total_clean,payment_method,distance_km,category,customer_segment,promised_minutes,delivery_status,delayed,delay_risk_score,delay_risk_level,delivery_recommendation
4378877600,46989310,2023-11-27 11:09:25,473.9,Wallet,0.94,Snacks & Munchies,Regular,20.0,Slightly Delayed,1,0.607590971230015,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
4553101047,39301587,2024-05-31 23:11:12,291.12,Wallet,4.88,Grocery & Staples,Regular,12.0,On Time,0,0.6074205075737512,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
8453462258,2875442,2024-02-10 11:44:52,766.05,Wallet,0.83,Snacks & Munchies,Premium,13.0,On Time,0,0.6072486262399592,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
9938037878,9796585,2024-10-29 11:29:36,551.28,UPI,4.26,Pharmacy,Inactive,15.0,Slightly Delayed,1,0.6072396175984649,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
9684561720,61121421,2023-09-04 11:40:25,1955.79,Cash,1.14,Instant & Frozen Food,New,12.0,On Time,0,0.6070824914182398,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
1443292147,8395610,2024-04-16 03:18:14,113.4,Wallet,2.26,Grocery & Staples,Inactive,14.0,On Time,0,0.6069452537397817,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
5027243163,85072416,2024-03-19 12:55:48,951.15,Card,3.13,Snacks & Munchies,New,16.0,On Time,0,0.6063868374687198,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
4525287277,74174956,2023-06-29 00:08:19,979.99,Wallet,3.71,Instant & Frozen Food,Regular,12.0,On Time,0,0.6055676873447368,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
6932426427,31384626,2023-08-01 19:46:04,831.43,Cash,1.03,Snacks & Munchies,Regular,10.0,On Time,0,0.605271339049432,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
1254195766,60399360,2023-12-21 04:53:51,1902.54,Cash,1.55,Snacks & Munchies,Premium,15.0,On Time,0,0.6043449667434815,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
8510183245,3897936,2024-10-01 20:56:57,1072.26,Wallet,4.02,Snacks & Munchies,Premium,11.0,On Time,0,0.6041449004398404,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
9640662474,74761384,2024-04-09 14:08:50,214.8,Cash,3.54,Grocery & Staples,Premium,19.0,Slightly Delayed,1,0.6034740933055184,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
6331483812,97411107,2024-09-06 22:45:14,746.03,Wallet,0.54,Snacks & Munchies,New,12.0,Slightly Delayed,1,0.6031419204209425,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
120996684,92455970,2023-10-02 11:21:59,1902.54,Card,0.68,Snacks & Munchies,Inactive,14.0,Slightly Delayed,1,0.6028005980070088,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
2050362692,79991320,2024-10-30 11:23:04,918.58,Cash,3.48,Personal Care,New,13.0,On Time,0,0.6025533556365229,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
7979108696,63368244,2024-05-20 22:10:25,985.53,Cash,4.75,Pharmacy,New,14.0,Slightly Delayed,1,0.6021376266842348,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
1204084245,1342184,2023-09-26 01:28:11,1902.54,Card,4.5,Snacks & Munchies,Inactive,20.0,Significantly Delayed,1,0.6017684687447606,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
7211194993,16561710,2023-09-04 03:48:51,791.64,Cash,1.51,Snacks & Munchies,New,11.0,On Time,0,0.6014599710351647,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
3314393477,55170753,2024-10-26 13:36:56,1021.08,Cash,4.51,Grocery & Staples,Inactive,13.0,On Time,0,0.6013943294230861,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
2108138590,67918495,2023-11-08 12:59:26,1953.1,UPI,2.89,Snacks & Munchies,Inactive,10.0,Significantly Delayed,1,0.600593463635439,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
807183459,76212152,2023-09-05 11:59:41,2183.8500000000004,Wallet,1.27,Personal Care,Premium,13.0,Slightly Delayed,1,0.6004819212650347,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
1515943657,59436131,2023-09-07 18:30:15,214.8,UPI,2.85,Grocery & Staples,New,10.0,On Time,0,0.6003039308138984,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
2060061337,29272253,2023-04-15 22:56:08,951.27,Wallet,3.08,Snacks & Munchies,New,14.0,Slightly Delayed,1,0.6001872056090807,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
1991135167,46699982,2023-12-19 20:18:46,1021.08,Wallet,1.43,Grocery & Staples,Inactive,12.0,On Time,0,0.6000270479354557,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
7028582657,36578947,2024-11-01 13:48:41,709.08,Wallet,4.92,Grocery & Staples,New,15.0,Slightly Delayed,1,0.5996138435089864,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
2819953077,25128143,2023-11-22 08:33:47,2070.24,Cash,4.25,Snacks & Munchies,Premium,16.0,Slightly Delayed,1,0.5995917172818443,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
3876260101,70420271,2023-09-11 12:39:37,568.94,Wallet,4.2,Grocery & Staples,New,20.0,On Time,0,0.5994703360234347,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
1172544737,30188374,2023-11-24 07:36:36,1953.1,Cash,4.9,Snacks & Munchies,New,10.0,Slightly Delayed,1,0.5994193502337904,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
3583323379,10418604,2024-04-03 07:28:25,951.27,Cash,3.22,Snacks & Munchies,New,17.0,On Time,0,0.5991971794559768,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
6126906924,33675108,2023-12-01 22:19:22,976.55,Card,3.73,Snacks & Munchies,Inactive,17.0,On Time,0,0.5983872035652847,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
4804575203,53974737,2023-05-23 21:43:41,1072.26,Wallet,2.47,Snacks & Munchies,New,13.0,Significantly Delayed,1,0.5982965192986913,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
9674006557,60561655,2023-05-02 13:10:57,594.45,Cash,0.79,Grocery & Staples,Regular,14.0,On Time,0,0.5981545089929063,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
1118405605,15599514,2023-06-26 11:26:10,1329.51,Card,0.56,Grocery & Staples,Regular,11.0,Slightly Delayed,1,0.5981515716610051,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
7114775833,68965787,2024-07-08 12:52:59,280.35,Cash,1.29,Snacks & Munchies,Premium,17.0,On Time,0,0.5979413843558969,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
7078912146,36142455,2023-09-18 11:38:36,652.2,UPI,4.11,Pharmacy,Premium,11.0,On Time,0,0.5978886131033972,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
6080784069,39418109,2023-07-19 11:42:13,749.36,Wallet,4.57,Snacks & Munchies,Inactive,16.0,Slightly Delayed,1,0.597325517680973,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
2064484752,89995124,2024-05-07 22:42:49,291.12,Wallet,2.29,Grocery & Staples,Premium,18.0,On Time,0,0.59671748462422,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
5733572517,5039883,2024-08-05 00:09:15,973.44,Cash,3.48,Instant & Frozen Food,Inactive,12.0,Slightly Delayed,1,0.5966937455638349,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
8551965787,8383197,2024-10-16 11:19:47,925.65,Wallet,2.64,Fruits & Vegetables,New,17.0,On Time,0,0.5965368358096386,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
5740294639,67908555,2023-07-31 13:04:46,619.24,Wallet,4.38,Personal Care,New,12.0,Slightly Delayed,1,0.5961183476961212,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
8966870214,59518795,2024-02-27 21:30:02,113.4,UPI,2.15,Grocery & Staples,New,12.0,Slightly Delayed,1,0.5959898489345336,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
9543126726,24308515,2024-05-01 12:03:22,2167.26,Cash,2.35,Personal Care,Regular,19.0,Slightly Delayed,1,0.5957988363032787,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
6444064733,80571942,2023-10-11 11:08:17,175.77,Wallet,2.5,Dairy & Breakfast,Regular,13.0,On Time,0,0.595656939375203,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
8024667539,31622158,2024-07-22 05:53:11,975.24,Cash,1.85,Grocery & Staples,New,19.0,Slightly Delayed,1,0.5955099692992595,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
7112326373,46848302,2023-05-13 11:18:17,2853.81,Cash,3.01,Snacks & Munchies,Premium,16.0,On Time,0,0.5953108544908609,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
9966404015,85072416,2023-08-10 11:52:27,332.84,Wallet,1.18,Snacks & Munchies,New,17.0,On Time,0,0.5951821454223561,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
8707473624,22524981,2023-12-20 08:27:35,791.0999999999999,Cash,4.9,Snacks & Munchies,New,19.0,On Time,0,0.5948922652391998,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
7267422945,49260858,2023-05-03 12:11:25,690.08,Wallet,1.87,Snacks & Munchies,Regular,18.0,On Time,0,0.5947492745393681,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
4726007482,93924203,2023-08-30 11:52:03,1517.85,Cash,2.57,Fruits & Vegetables,Premium,15.0,On Time,0,0.594628398766451,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
2491374111,2361575,2024-08-10 04:50:52,1380.16,Wallet,2.18,Snacks & Munchies,New,16.0,On Time,0,0.5945726916828661,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
882082341,75828735,2024-10-10 12:35:06,2483.31,Wallet,2.1,Instant & Frozen Food,New,14.0,Slightly Delayed,1,0.5942942964304088,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
9758418980,69219122,2023-07-05 11:42:10,966.1,Card,3.4,Snacks & Munchies,Premium,16.0,On Time,0,0.5939475882686092,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
8250406975,9573071,2023-12-07 11:12:13,129.14999999999998,Wallet,4.77,Personal Care,New,10.0,On Time,0,0.5938895603928751,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
5331800057,65488134,2023-03-29 01:21:40,791.0999999999999,Wallet,4.9,Snacks & Munchies,New,20.0,Slightly Delayed,1,0.5937856459788042,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
8167540645,69925688,2023-07-23 13:23:28,1662.86,Wallet,3.63,Snacks & Munchies,Inactive,12.0,On Time,0,0.5934254929473435,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
5229657139,18889370,2023-10-03 11:53:27,709.08,Cash,2.36,Grocery & Staples,Regular,15.0,Slightly Delayed,1,0.5933113912509063,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
9251939156,89910157,2023-12-30 12:39:53,1247.25,Cash,2.35,Grocery & Staples,New,12.0,Slightly Delayed,1,0.5932971305887229,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
394951937,65406127,2024-04-24 18:01:02,878.07,Cash,2.64,Personal Care,Premium,11.0,On Time,0,0.593265221846455,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
6493039553,90150193,2024-08-06 11:22:09,305.1,Cash,4.33,Snacks & Munchies,Inactive,19.0,On Time,0,0.5931963403230786,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
1768504415,20209237,2023-09-15 19:49:03,2070.24,Wallet,3.46,Snacks & Munchies,Regular,10.0,On Time,0,0.5929739943165565,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
7202170939,50518311,2024-01-13 13:46:21,712.86,Cash,4.22,Snacks & Munchies,Regular,16.0,On Time,0,0.5923864697441305,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
6976835753,29973346,2024-02-22 13:49:28,288.99,Wallet,0.59,Snacks & Munchies,Premium,17.0,On Time,0,0.5922701121307516,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
5610159677,90184276,2023-08-31 12:25:40,214.8,Wallet,2.26,Grocery & Staples,Inactive,16.0,On Time,0,0.5922456551250198,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
9020583379,9573071,2023-06-20 18:08:01,594.45,Cash,2.17,Grocery & Staples,New,19.0,On Time,0,0.5922033675487455,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
4043585691,61121421,2024-02-21 22:37:16,214.8,UPI,3.27,Grocery & Staples,New,17.0,Slightly Delayed,1,0.5921133392341318,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
8263379807,14479168,2023-04-16 11:33:52,113.4,UPI,2.43,Grocery & Staples,New,17.0,On Time,0,0.5913108840178405,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
3697242439,99361865,2024-10-15 12:30:13,1945.38,Cash,4.71,Household Care,New,17.0,On Time,0,0.5907401506566934,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
5527612319,14632090,2024-09-11 23:57:55,2853.81,Wallet,1.13,Snacks & Munchies,Regular,15.0,On Time,0,0.5902041924185254,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
5960266785,97419742,2023-11-21 05:59:29,214.8,Wallet,1.36,Grocery & Staples,Inactive,19.0,On Time,0,0.5901490597092021,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
2758734705,54797119,2023-08-02 23:12:45,288.99,UPI,4.23,Snacks & Munchies,Premium,17.0,On Time,0,0.5900137615928656,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
9801353230,96853930,2023-05-18 12:01:40,877.98,Wallet,0.75,Personal Care,Premium,15.0,Slightly Delayed,1,0.5899007833351901,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
8698000932,43519553,2024-05-28 20:20:44,1902.54,Card,4.43,Snacks & Munchies,Premium,13.0,Significantly Delayed,1,0.5897900130538113,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
2384153985,30285217,2023-10-09 12:12:03,2183.8500000000004,Wallet,2.06,Personal Care,Premium,10.0,Slightly Delayed,1,0.5895228397702773,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
3801240688,18256339,2024-08-26 00:46:08,409.8,Card,0.82,Snacks & Munchies,New,16.0,On Time,0,0.5892056194801732,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
7558107764,50968312,2024-03-13 22:01:27,592.17,Cash,3.73,Grocery & Staples,Inactive,15.0,On Time,0,0.5891625117254621,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
7530379037,99729547,2024-08-02 19:47:04,710.8499999999999,UPI,4.3,Snacks & Munchies,New,11.0,On Time,0,0.5890111532382479,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
9996182478,39976965,2023-04-18 13:13:06,841.0500000000001,UPI,2.97,Snacks & Munchies,Regular,17.0,On Time,0,0.5889582157110537,High,Theo dõi sát vì mô hình dự đoán đơn có rủi ro giao trễ cao.
902245665,44828791,2024-08-08 08:14:01,551.28,Cash,1.57,Pharmacy,New,14.0,On Time,0,0.5889286690685339,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
3984108726,31576845,2024-02-27 18:03:05,2494.29,Wallet,4.62,Snacks & Munchies,New,12.0,On Time,0,0.588551812508911,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
9917290378,6245778,2024-01-05 13:00:28,475.24,Cash,1.27,Snacks & Munchies,Premium,14.0,Significantly Delayed,1,0.5885058840718981,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
4641905606,40667183,2024-09-18 04:06:11,2633.94,Cash,3.24,Personal Care,New,18.0,On Time,0,0.5885027460598214,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
2475154947,13760839,2024-01-14 11:00:14,594.45,Cash,1.6,Grocery & Staples,Premium,12.0,Slightly Delayed,1,0.5881020987815546,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
7662188403,35554129,2023-05-09 07:35:06,271.68,Wallet,3.91,Pharmacy,Premium,12.0,Slightly Delayed,1,0.5880535948953376,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
233646065,16379942,2023-09-19 22:28:29,949.73,Wallet,4.89,Personal Care,Inactive,15.0,On Time,0,0.5880348246450905,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
4527342708,81183415,2023-10-03 13:34:39,1215.34,Wallet,2.49,Baby Care,Regular,13.0,On Time,0,0.5879678344111564,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và thời gian hứa giao ngắn.
4613890018,53538932,2023-10-24 12:43:17,549.47,Wallet,3.82,Grocery & Staples,Premium,17.0,On Time,0,0.5876146212120875,High,Ưu tiên xử lý vì đơn có rủi ro trễ cao và khoảng cách giao hàng xa.
