product_id,product_name,category,brand,cutoff_month,target_start_month,target_end_month,future_3m_revenue,future_3m_quantity,high_future_performance,predicted_high_performance,probability_high_performance
525531,Dog Food,Pet Care,Sandal PLC,2024-08,2024-09,2024-11,2493.3,3,0,1,0.7687792729043458
153019,Onions,Fruits & Vegetables,Aurora LLC,2024-08,2024-09,2024-11,4739.75,5,1,1,0.7677248875522977
803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",2024-08,2024-09,2024-11,949.73,1,0,1,0.765452374728069
385113,Lotion,Personal Care,"Sampath, Mane and Mody",2024-08,2024-09,2024-11,0.0,0,0,1,0.7646462495112586
714999,Bread,Dairy & Breakfast,Kala Group,2024-08,2024-09,2024-11,0.0,0,0,1,0.7592601357406766
552883,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",2024-08,2024-09,2024-11,5328.96,6,1,1,0.7566163093082497
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,2024-08,2024-09,2024-11,912.29,1,0,1,0.7553305854099757
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",2024-08,2024-09,2024-11,2810.94,3,1,1,0.7552468416359066
256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",2024-08,2024-09,2024-11,9971.939999999999,11,1,1,0.7548721299802021
18035,Dish Soap,Household Care,Ramesh Inc,2024-08,2024-09,2024-11,7751.52,8,1,1,0.7538861415405453
491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,2024-08,2024-09,2024-11,973.44,1,0,1,0.7501573417868616
992178,Pain Reliever,Pharmacy,Basu and Sons,2024-08,2024-09,2024-11,4427.01,7,1,1,0.7473078634052185
186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",2024-08,2024-09,2024-11,878.8,1,0,1,0.7437840027505319
602241,Nuts,Snacks & Munchies,Bahl-Pau,2024-08,2024-09,2024-11,5859.299999999999,6,1,1,0.7432493993127881
883013,Eggs,Dairy & Breakfast,Chahal Group,2024-08,2024-09,2024-11,4949.4,5,1,1,0.7420518016985788
561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,2024-08,2024-09,2024-11,2624.34,3,0,1,0.7417877791447812
435929,Toilet Cleaner,Household Care,Memon Ltd,2024-08,2024-09,2024-11,9425.79,11,1,1,0.7389964825781896
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",2024-08,2024-09,2024-11,0.0,0,0,1,0.7367472037100992
327290,Sugar,Grocery & Staples,Nadkarni Inc,2024-08,2024-09,2024-11,5173.68,6,1,1,0.7366958617325455
726958,Cat Food,Pet Care,Doctor-Patla,2024-08,2024-09,2024-11,1774.96,2,0,1,0.7358520035935234
146840,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",2024-08,2024-09,2024-11,1573.7,2,0,1,0.7356197338700808
34186,Mangoes,Fruits & Vegetables,Mandal-Kar,2024-08,2024-09,2024-11,4628.25,5,1,1,0.7356029563935258
120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,2024-08,2024-09,2024-11,2790.12,4,1,1,0.7344651390385999
478531,Carrots,Fruits & Vegetables,Uppal Group,2024-08,2024-09,2024-11,2476.38,3,0,1,0.7323303250183915
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",2024-08,2024-09,2024-11,0.0,0,0,1,0.7289929549744105
136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",2024-08,2024-09,2024-11,826.21,1,0,1,0.7288605974374074
378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,2024-08,2024-09,2024-11,0.0,0,0,1,0.7280036070584607
516376,Onions,Fruits & Vegetables,Agarwal-Dhar,2024-08,2024-09,2024-11,877.43,1,0,1,0.7274608839597533
707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",2024-08,2024-09,2024-11,8209.0,10,1,1,0.7253402822636229
739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",2024-08,2024-09,2024-11,3978.24,4,1,1,0.7252431400118198
690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",2024-08,2024-09,2024-11,2853.81,3,1,1,0.7234809969726275
880510,Bread,Dairy & Breakfast,Roy-Char,2024-08,2024-09,2024-11,11417.16,12,1,1,0.7226871557867528
432617,Baby Wipes,Baby Care,Dora-Pillai,2024-08,2024-09,2024-11,6905.44,8,1,1,0.7223839914842031
349294,Onions,Fruits & Vegetables,Ganesan Ltd,2024-08,2024-09,2024-11,7478.0,8,1,1,0.7147351436576331
537274,Pet Treats,Pet Care,Lal-Chauhan,2024-08,2024-09,2024-11,4216.26,6,1,1,0.7128123262541518
741341,Eggs,Dairy & Breakfast,Prasad LLC,2024-08,2024-09,2024-11,2771.52,3,0,1,0.7090827228311843
328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,2024-08,2024-09,2024-11,0.0,0,0,1,0.7066152023332893
112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",2024-08,2024-09,2024-11,9657.779999999999,11,1,1,0.7015738684258415
39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",2024-08,2024-09,2024-11,946.86,1,0,1,0.7000503800250576
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,2024-08,2024-09,2024-11,4138.85,5,1,1,0.6953793059544462
851978,Vitamins,Pharmacy,Parsa-Bala,2024-08,2024-09,2024-11,1431.44,2,0,1,0.6922727996692716
63769,Lotion,Personal Care,Dalal-Shan,2024-08,2024-09,2024-11,1756.14,2,0,1,0.6910631174435644
739448,Dish Soap,Household Care,Mand-Choudhry,2024-08,2024-09,2024-11,5289.62,7,1,1,0.6892035988646658
361361,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",2024-08,2024-09,2024-11,4131.05,5,1,1,0.6846030604555312
679321,Cola,Cold Drinks & Juices,Khurana-Dewan,2024-08,2024-09,2024-11,738.46,1,0,1,0.6845015458441549
832348,Biscuits,Snacks & Munchies,Jani-Ram,2024-08,2024-09,2024-11,831.43,1,0,1,0.684088478681112
945635,Pulses,Grocery & Staples,Balasubramanian PLC,2024-08,2024-09,2024-11,0.0,0,0,1,0.6823305455325618
942001,Cat Food,Pet Care,Acharya Ltd,2024-08,2024-09,2024-11,4029.2999999999997,6,1,1,0.681218423733147
600767,Toothpaste,Personal Care,Balan Group,2024-08,2024-09,2024-11,0.0,0,0,1,0.6782533226470594
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",2024-08,2024-09,2024-11,2836.32,4,1,1,0.6748457479552155
847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,2024-08,2024-09,2024-11,1562.16,2,0,1,0.6691818669507494
661577,Cat Food,Pet Care,Majumdar PLC,2024-08,2024-09,2024-11,5046.650000000001,7,1,1,0.6689292823522822
183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",2024-08,2024-09,2024-11,2216.2200000000003,3,0,1,0.6680774248321868
305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,2024-08,2024-09,2024-11,3919.96,4,1,1,0.6667434964882867
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",2024-08,2024-09,2024-11,0.0,0,0,1,0.6581859997415671
107548,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",2024-08,2024-09,2024-11,6241.200000000001,7,1,1,0.6577740280498764
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,2024-08,2024-09,2024-11,0.0,0,0,1,0.6560179383315595
60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,2024-08,2024-09,2024-11,4358.46,6,1,1,0.6538673418041125
382511,Butter,Dairy & Breakfast,Bora-Thakkar,2024-08,2024-09,2024-11,2810.16,4,1,1,0.651262592351762
723678,Dog Food,Pet Care,"Lall, Datta and Swamy",2024-08,2024-09,2024-11,4728.22,7,1,1,0.6458642398384039
672059,Toothpaste,Personal Care,Kaur-Gola,2024-08,2024-09,2024-11,0.0,0,0,1,0.6439657726876304
291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",2024-08,2024-09,2024-11,3730.15,5,1,1,0.6380172798118697
970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",2024-08,2024-09,2024-11,3309.76,4,1,1,0.6320166472339922
376447,Butter,Dairy & Breakfast,Gara and Sons,2024-08,2024-09,2024-11,8698.08,12,1,1,0.6256352168084497
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",2024-08,2024-09,2024-11,1224.08,2,0,1,0.6182582331380966
237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2024-08,2024-09,2024-11,1731.3899999999999,3,0,1,0.6180532221159732
319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,2024-08,2024-09,2024-11,3946.7999999999997,6,1,1,0.6142389789202557
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",2024-08,2024-09,2024-11,1553.31,3,0,1,0.6097548399853164
120385,Pet Treats,Pet Care,Dubey-Sarin,2024-08,2024-09,2024-11,0.0,0,0,1,0.6068276216088069
140489,Soap,Personal Care,"Biswas, Kapoor and Patel",2024-08,2024-09,2024-11,650.2,1,0,1,0.6055309705014701
57405,Baby Food,Baby Care,Srinivas PLC,2024-08,2024-09,2024-11,0.0,0,0,1,0.6041999639312323
324809,Bread,Dairy & Breakfast,Sidhu PLC,2024-08,2024-09,2024-11,5472.0,9,1,1,0.6010377630597734
712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",2024-08,2024-09,2024-11,1343.36,2,0,1,0.5934976257941789
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",2024-08,2024-09,2024-11,563.45,1,0,1,0.5912518502947409
67197,Butter,Dairy & Breakfast,Shetty-Bora,2024-08,2024-09,2024-11,2208.8,4,0,1,0.5848183284238091
89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",2024-08,2024-09,2024-11,4191.81,7,1,1,0.5727699237632596
398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",2024-08,2024-09,2024-11,4563.51,7,1,1,0.5705207241736905
784673,Dog Food,Pet Care,Ramanathan Group,2024-08,2024-09,2024-11,1474.17,3,0,1,0.569079620994109
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",2024-08,2024-09,2024-11,728.73,1,0,1,0.5675275705829679
762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",2024-08,2024-09,2024-11,1380.16,2,0,1,0.5615989418942411
820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",2024-08,2024-09,2024-11,5185.98,9,1,1,0.5568379990994288
642612,Pet Treats,Pet Care,Pillay-Ahuja,2024-08,2024-09,2024-11,2585.1499999999996,5,0,1,0.5480103560907494
337168,Eggs,Dairy & Breakfast,Dasgupta PLC,2024-08,2024-09,2024-11,2181.96,4,0,1,0.5431079921969755
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",2024-08,2024-09,2024-11,4359.67,7,1,1,0.5339512572401044
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",2024-08,2024-09,2024-11,1635.0,3,0,1,0.5297374877190332
15314,Cheese,Dairy & Breakfast,Banik-Ratta,2024-08,2024-09,2024-11,1157.7,2,0,1,0.5237018741953325
425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",2024-08,2024-09,2024-11,972.56,2,0,1,0.5224305544677453
373536,Dog Food,Pet Care,Chauhan-Sabharwal,2024-08,2024-09,2024-11,1482.51,3,0,1,0.5207847537891537
490602,Sugar,Grocery & Staples,Raghavan Inc,2024-08,2024-09,2024-11,2747.3500000000004,5,0,1,0.5106416719969719
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,2024-08,2024-09,2024-11,568.94,1,0,1,0.5081141002577209
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",2024-08,2024-09,2024-11,1655.6399999999999,3,0,1,0.5077050223158779
154179,Pain Reliever,Pharmacy,"Barad, Devi and Andra",2024-08,2024-09,2024-11,0.0,0,0,0,0.48645391543823147
306177,Frozen Biryani,Instant & Frozen Food,Som Inc,2024-08,2024-09,2024-11,769.24,1,0,0,0.46403574313410495
70969,Carrots,Fruits & Vegetables,Mohan Group,2024-08,2024-09,2024-11,1263.4,2,0,0,0.4605147786641616
33797,Pain Reliever,Pharmacy,Gaba LLC,2024-08,2024-09,2024-11,0.0,0,0,0,0.45426705155655583
552496,Dish Soap,Household Care,Dhar PLC,2024-08,2024-09,2024-11,3556.0,7,1,0,0.4536999338040666
954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,2024-08,2024-09,2024-11,1849.3500000000001,3,0,0,0.4521801421178882
891833,Curd,Dairy & Breakfast,Mani PLC,2024-08,2024-09,2024-11,3945.52,8,1,0,0.4492263964155054
14145,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",2024-08,2024-09,2024-11,630.84,1,0,0,0.432411221593931
894539,Dish Soap,Household Care,"Pall, Sule and Sood",2024-08,2024-09,2024-11,2672.88,6,0,0,0.4219624062062258
925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,2024-08,2024-09,2024-11,4275.360000000001,9,1,0,0.4204930100917649
839170,Curd,Dairy & Breakfast,Shetty and Sons,2024-08,2024-09,2024-11,963.26,2,0,0,0.4175634410433261
913428,Pet Treats,Pet Care,Narayanan-Kumar,2024-08,2024-09,2024-11,784.44,2,0,0,0.4139370428856207
611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",2024-08,2024-09,2024-11,0.0,0,0,0,0.4020505369863658
833557,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",2024-08,2024-09,2024-11,845.74,2,0,0,0.3973150757015368
965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",2024-08,2024-09,2024-11,0.0,0,0,0,0.39688285746868174
927651,Baby Wipes,Baby Care,Narula Group,2024-08,2024-09,2024-11,1280.16,3,0,0,0.37971927241014114
859361,Shampoo,Personal Care,Mitter Group,2024-08,2024-09,2024-11,2161.95,5,0,0,0.359367874005386
615545,Soap,Personal Care,Barman Inc,2024-08,2024-09,2024-11,2688.96,6,0,0,0.3560949595814846
284460,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",2024-08,2024-09,2024-11,2529.75,5,0,0,0.3548551548103658
91670,Dish Soap,Household Care,Barman-Ahluwalia,2024-08,2024-09,2024-11,1317.72,3,0,0,0.35425360800488764
287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",2024-08,2024-09,2024-11,886.34,2,0,0,0.3439087459278707
462526,Curd,Dairy & Breakfast,Pau and Sons,2024-08,2024-09,2024-11,2249.8500000000004,5,0,0,0.3394863026868252
876139,Pulses,Grocery & Staples,Cherian-Dara,2024-08,2024-09,2024-11,2910.25,7,1,0,0.3391494651745701
753354,Shampoo,Personal Care,Sant-Mahajan,2024-08,2024-09,2024-11,1694.24,4,0,0,0.33767912198205596
667163,Orange Juice,Cold Drinks & Juices,Palla LLC,2024-08,2024-09,2024-11,3088.4,7,1,0,0.3359872464168794
890232,Mango Drink,Cold Drinks & Juices,Jha Group,2024-08,2024-09,2024-11,432.0,1,0,0,0.33393901586869007
721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",2024-08,2024-09,2024-11,2921.7299999999996,7,1,0,0.329780013027543
949818,Biscuits,Snacks & Munchies,Yohannan Inc,2024-08,2024-09,2024-11,1449.15,3,0,0,0.3293626281957422
654623,Chips,Snacks & Munchies,Pradhan and Sons,2024-08,2024-09,2024-11,4221.4,10,1,0,0.3248483280202514
36412,Dish Soap,Household Care,Muni-Shankar,2024-08,2024-09,2024-11,4374.48,11,1,0,0.3247518233638867
604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",2024-08,2024-09,2024-11,3180.4,8,1,0,0.3223172961307833
500739,Bread,Dairy & Breakfast,Aggarwal Group,2024-08,2024-09,2024-11,0.0,0,0,0,0.3218329835989646
706112,Vitamins,Pharmacy,"Magar, Gara and Garg",2024-08,2024-09,2024-11,2393.9500000000003,5,0,0,0.31665598016104285
513199,Cola,Cold Drinks & Juices,Rastogi Inc,2024-08,2024-09,2024-11,1688.92,4,0,0,0.3031552620733365
256051,Lotion,Personal Care,"Mannan, Naidu and Sama",2024-08,2024-09,2024-11,0.0,0,0,0,0.3015245982007976
491521,Nuts,Snacks & Munchies,Karpe Inc,2024-08,2024-09,2024-11,2781.75,5,0,0,0.2985931355526638
473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",2024-08,2024-09,2024-11,1760.76,4,0,0,0.2920078617486847
812607,Potatoes,Fruits & Vegetables,Rege Group,2024-08,2024-09,2024-11,3749.85,9,1,0,0.28245378500297297
219598,Shampoo,Personal Care,Arora-Magar,2024-08,2024-09,2024-11,1468.32,4,0,0,0.27018448102063447
555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",2024-08,2024-09,2024-11,709.82,2,0,0,0.25437352893155835
734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",2024-08,2024-09,2024-11,791.64,2,0,0,0.24929908136619885
679865,Wheat Flour,Grocery & Staples,Memon-Barad,2024-08,2024-09,2024-11,1391.64,4,0,0,0.24772543616816514
659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,2024-08,2024-09,2024-11,319.34,1,0,0,0.24482585470636106
26060,Vitamins,Pharmacy,Shah and Sons,2024-08,2024-09,2024-11,4115.28,12,1,0,0.23862485576447204
567671,Biscuits,Snacks & Munchies,Nagar LLC,2024-08,2024-09,2024-11,3766.32,9,1,0,0.23582227584005522
329351,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",2024-08,2024-09,2024-11,0.0,0,0,0,0.23380607797137903
901144,Sugar,Grocery & Staples,Deo-Kamdar,2024-08,2024-09,2024-11,2042.16,6,0,0,0.23055117213336507
647462,Lotion,Personal Care,"Balan, Samra and Sekhon",2024-08,2024-09,2024-11,1958.52,6,0,0,0.22303662210471317
433521,Diapers,Baby Care,Mahal Group,2024-08,2024-09,2024-11,1927.98,6,0,0,0.22168907184904227
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,2024-08,2024-09,2024-11,1107.84,3,0,0,0.21902493765366965
354409,Pulses,Grocery & Staples,Bose-Pandit,2024-08,2024-09,2024-11,650.16,2,0,0,0.21083281067637516
274207,Cough Syrup,Pharmacy,"Savant, Batta and Mander",2024-08,2024-09,2024-11,1971.06,6,0,0,0.21038746803143182
487065,Chips,Snacks & Munchies,Kadakia-Yadav,2024-08,2024-09,2024-11,374.68,1,0,0,0.1997540995918788
257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,2024-08,2024-09,2024-11,2253.84,8,0,0,0.19751671566624387
461804,Sugar,Grocery & Staples,"Ghose, Ben and Divan",2024-08,2024-09,2024-11,310.69,1,0,0,0.19549955374735023
34200,Lotion,Personal Care,Munshi-Grewal,2024-08,2024-09,2024-11,2238.6000000000004,7,0,0,0.19211773578714486
747801,Toilet Cleaner,Household Care,Saha-Vora,2024-08,2024-09,2024-11,0.0,0,0,0,0.19162858323385448
969851,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",2024-08,2024-09,2024-11,1362.64,4,0,0,0.178313842967455
687218,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",2024-08,2024-09,2024-11,317.82,1,0,0,0.17062980420361054
799688,Lotion,Personal Care,Arora LLC,2024-08,2024-09,2024-11,2167.34,7,0,0,0.16655081408168626
890623,Onions,Fruits & Vegetables,"Sangha, Nagar and Varty",2024-08,2024-09,2024-11,0.0,0,0,0,0.16526318971944684
681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,2024-08,2024-09,2024-11,2891.52,9,1,0,0.16473411918877467
378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,2024-08,2024-09,2024-11,1664.1999999999998,5,0,0,0.16402399312306543
52729,Cat Food,Pet Care,Saini LLC,2024-08,2024-09,2024-11,3160.2,10,1,0,0.16299061183732996
784827,Baby Wipes,Baby Care,Balakrishnan Ltd,2024-08,2024-09,2024-11,548.5,2,0,0,0.1618452411635183
587420,Cookies,Snacks & Munchies,Raj and Sons,2024-08,2024-09,2024-11,3216.78,9,1,0,0.159816288138606
623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,2024-08,2024-09,2024-11,989.3700000000001,3,0,0,0.157904038257048
677169,Cough Syrup,Pharmacy,Char-Divan,2024-08,2024-09,2024-11,783.0899999999999,3,0,0,0.15417745351013282
440875,Baby Wipes,Baby Care,Loyal Inc,2024-08,2024-09,2024-11,1650.1799999999998,6,0,0,0.1459208764020133
564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",2024-08,2024-09,2024-11,862.6,4,0,0,0.14560931715239075
798639,Eggs,Dairy & Breakfast,Subramaniam LLC,2024-08,2024-09,2024-11,633.75,3,0,0,0.1381301274997985
540618,Popcorn,Snacks & Munchies,Golla-Luthra,2024-08,2024-09,2024-11,2219.3500000000004,7,0,0,0.13103819270779388
888807,Bread,Dairy & Breakfast,Arya Group,2024-08,2024-09,2024-11,1383.48,6,0,0,0.12375589583357938
953175,Baby Food,Baby Care,Sehgal-Nagarajan,2024-08,2024-09,2024-11,900.84,4,0,0,0.12327530106452511
131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",2024-08,2024-09,2024-11,0.0,0,0,0,0.12317017239170364
532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,2024-08,2024-09,2024-11,0.0,0,0,0,0.12028020143715672
712307,Orange Juice,Cold Drinks & Juices,Chana LLC,2024-08,2024-09,2024-11,0.0,0,0,0,0.11816935002406753
621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,2024-08,2024-09,2024-11,0.0,0,0,0,0.1177298260598945
914071,Chips,Snacks & Munchies,Datta Ltd,2024-08,2024-09,2024-11,296.94,1,0,0,0.11623635829595955
317242,Pulses,Grocery & Staples,Rastogi Group,2024-08,2024-09,2024-11,0.0,0,0,0,0.10868808506250484
863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",2024-08,2024-09,2024-11,1455.42,6,0,0,0.10303202075202966
6405,Baby Food,Baby Care,Kashyap-Reddy,2024-08,2024-09,2024-11,1182.55,5,0,0,0.10263860623057829
837480,Cough Syrup,Pharmacy,Edwin and Sons,2024-08,2024-09,2024-11,652.2,3,0,0,0.10053519990934599
481843,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",2024-08,2024-09,2024-11,893.04,3,0,0,0.0975828290087186
77308,Onions,Fruits & Vegetables,Ratta-Sagar,2024-08,2024-09,2024-11,223.27,1,0,0,0.0963396858316708
542300,Popcorn,Snacks & Munchies,Gulati-Tandon,2024-08,2024-09,2024-11,1276.75,5,0,0,0.09296482255722402
677542,Toilet Cleaner,Household Care,Thaman-Lanka,2024-08,2024-09,2024-11,850.44,4,0,0,0.09114540713188912
952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",2024-08,2024-09,2024-11,710.8499999999999,3,0,0,0.0909454282450662
990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,2024-08,2024-09,2024-11,1582.2,6,0,0,0.09004581594968061
669378,Potatoes,Fruits & Vegetables,Chadha and Sons,2024-08,2024-09,2024-11,1272.84,6,0,0,0.08662673115897782
500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,2024-08,2024-09,2024-11,0.0,0,0,0,0.08163400382349123
848226,Tomatoes,Fruits & Vegetables,Barad and Sons,2024-08,2024-09,2024-11,628.77,3,0,0,0.08115432816072557
692985,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",2024-08,2024-09,2024-11,394.78,2,0,0,0.07822265974649402
298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",2024-08,2024-09,2024-11,1286.32,7,0,0,0.07648164251556212
991434,Cookies,Snacks & Munchies,Mital-Oza,2024-08,2024-09,2024-11,1425.72,6,0,0,0.07573167622511236
196719,Bananas,Fruits & Vegetables,Yogi Group,2024-08,2024-09,2024-11,870.0,4,0,0,0.07393740264676427
930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",2024-08,2024-09,2024-11,378.94,2,0,0,0.07337201722274092
704868,Detergent,Household Care,"Parikh, Oak and Kara",2024-08,2024-09,2024-11,1547.6799999999998,8,0,0,0.07042060600339477
578097,Nuts,Snacks & Munchies,Jha Group,2024-08,2024-09,2024-11,267.61,1,0,0,0.06895489776637122
592784,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",2024-08,2024-09,2024-11,560.7,2,0,0,0.06894462663925056
365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,2024-08,2024-09,2024-11,2293.7999999999997,10,0,0,0.06873518879974562
